Datetime,Load
2022-04-07 10:48:36,1085
2022-04-07 11:48:36,1054
2022-04-07 12:48:36,919
2022-04-07 13:48:36,836
2022-04-07 14:48:36,872
2022-04-07 15:48:36,946
2022-04-07 16:48:36,901
2022-04-07 17:48:36,1070
2022-04-07 18:48:36,1310
2022-04-07 19:48:36,1640
2022-04-07 20:48:36,1820
2022-04-07 21:48:36,1424
2022-04-07 22:48:36,1763
2022-04-07 23:48:36,1747
2022-04-08 00:48:36,1670
2022-04-08 01:48:36,1324
2022-04-08 02:48:36,1470
2022-04-08 03:48:36,1885
2022-04-08 04:48:36,2482
2022-04-08 05:48:36,2298
2022-04-08 06:48:36,2400
2022-04-08 07:48:36,2040
2022-04-08 08:48:36,1958
2022-04-08 09:48:36,1607
2022-04-08 10:48:36,884
2022-04-08 11:48:36,663
2022-04-08 12:48:36,694
2022-04-08 13:48:36,696
2022-04-08 14:48:36,632
2022-04-08 15:48:36,638
2022-04-08 16:48:36,534
2022-04-08 17:48:36,709
2022-04-08 18:48:36,873
2022-04-08 19:48:36,713
2022-04-08 20:48:36,1021
2022-04-08 21:48:36,1226
2022-04-08 22:48:36,1104
2022-04-08 23:48:36,934
2022-04-09 00:48:36,946
2022-04-09 01:48:36,1099
2022-04-09 02:48:36,923
2022-04-09 03:48:36,1375
2022-04-09 04:48:36,1647
2022-04-09 05:48:36,1454
2022-04-09 06:48:36,1634
2022-04-09 07:48:36,1324
2022-04-09 08:48:36,1105
2022-04-09 09:48:36,918
2022-04-09 10:48:36,860
2022-04-09 11:48:36,659
2022-04-09 12:48:36,591
2022-04-09 13:48:36,523
2022-04-09 14:48:36,591
2022-04-09 15:48:36,468
2022-04-09 16:48:36,512
2022-04-09 17:48:36,750
2022-04-09 18:48:36,943
2022-04-09 19:48:36,1116
2022-04-09 20:48:36,844
2022-04-09 21:48:36,1037
2022-04-09 22:48:36,1148
2022-04-09 23:48:36,942
2022-04-10 00:48:36,952
2022-04-10 01:48:36,1048
2022-04-10 02:48:36,1083
2022-04-10 03:48:36,1276
2022-04-10 04:48:36,1661
2022-04-10 05:48:36,1724
2022-04-10 06:48:36,1600
2022-04-10 07:48:36,1481
2022-04-10 08:48:36,1372
2022-04-10 09:48:36,860
2022-04-10 10:48:36,793
2022-04-10 11:48:36,693
2022-04-10 12:48:36,682
2022-04-10 13:48:36,625
2022-04-10 14:48:36,601
2022-04-10 15:48:36,491
2022-04-10 16:48:36,601
2022-04-10 17:48:36,665
2022-04-10 18:48:36,768
2022-04-10 19:48:36,712
2022-04-10 20:48:36,1142
2022-04-10 21:48:36,1003
2022-04-10 22:48:36,949
2022-04-10 23:48:36,1175
2022-04-11 00:48:36,911
2022-04-11 01:48:36,1146
2022-04-11 02:48:36,1081
2022-04-11 03:48:36,1377
2022-04-11 04:48:36,1649
2022-04-11 05:48:36,1641
2022-04-11 06:48:36,1553
2022-04-11 07:48:36,1444
2022-04-11 08:48:36,1209
2022-04-11 09:48:36,862
2022-04-11 10:48:36,908
2022-04-11 11:48:36,720
2022-04-11 12:48:36,594
2022-04-11 13:48:36,566
2022-04-11 14:48:36,573
2022-04-11 15:48:36,469
2022-04-11 16:48:36,542
2022-04-11 17:48:36,649
2022-04-11 18:48:36,756
2022-04-11 19:48:36,885
2022-04-11 20:48:36,811
2022-04-11 21:48:36,1125
2022-04-11 22:48:36,1134
2022-04-11 23:48:36,976
2022-04-12 00:48:36,1124
2022-04-12 01:48:36,993
2022-04-12 02:48:36,1018
2022-04-12 03:48:36,1259
2022-04-12 04:48:36,1703
2022-04-12 05:48:36,1465
2022-04-12 06:48:36,1427
2022-04-12 07:48:36,1468
2022-04-12 08:48:36,1144
2022-04-12 09:48:36,1102
2022-04-12 10:48:36,900
2022-04-12 11:48:36,655
2022-04-12 12:48:36,655
2022-04-12 13:48:36,615
2022-04-12 14:48:36,566
2022-04-12 15:48:36,527
2022-04-12 16:48:36,535
2022-04-12 17:48:36,700
2022-04-12 18:48:36,860
2022-04-12 19:48:36,961
2022-04-12 20:48:36,946
2022-04-12 21:48:36,976
2022-04-12 22:48:36,1112
2022-04-12 23:48:36,1078
2022-04-13 00:48:36,1059
2022-04-13 01:48:36,1050
2022-04-13 02:48:36,957
2022-04-13 03:48:36,1404
2022-04-13 04:48:36,1735
2022-04-13 05:48:36,1616
2022-04-13 06:48:36,1535
2022-04-13 07:48:36,1232
2022-04-13 08:48:36,1445
2022-04-13 09:48:36,899
2022-04-13 10:48:36,1141
2022-04-13 11:48:36,930
2022-04-13 12:48:36,839
2022-04-13 13:48:36,760
2022-04-13 14:48:36,713
2022-04-13 15:48:36,780
2022-04-13 16:48:36,711
2022-04-13 17:48:36,859
2022-04-13 18:48:36,910
2022-04-13 19:48:36,1161
2022-04-13 20:48:36,1301
2022-04-13 21:48:36,1201
2022-04-13 22:48:36,1384
2022-04-13 23:48:36,1281
2022-04-14 00:48:36,1243
2022-04-14 01:48:36,1233
2022-04-14 02:48:36,1451
2022-04-14 03:48:36,1732
2022-04-14 04:48:36,2154
2022-04-14 05:48:36,1995
2022-04-14 06:48:36,1747
2022-04-14 07:48:36,1762
2022-04-14 08:48:36,1830
2022-04-14 09:48:36,1179
