Time (Hour),Load (W)
2022-01-24 21:52:19,1838
2022-01-24 22:52:19,1804
2022-01-24 23:52:19,1456
2022-01-25 00:52:19,1679
2022-01-25 01:52:19,1590
2022-01-25 02:52:19,1523
2022-01-25 03:52:19,1603
2022-01-25 04:52:19,1918
2022-01-25 05:52:19,2128
2022-01-25 06:52:19,2376
2022-01-25 07:52:19,2840
2022-01-25 08:52:19,2998
2022-01-25 09:52:19,2660
2022-01-25 10:52:19,2453
2022-01-25 11:52:19,3029
2022-01-25 12:52:19,2812
2022-01-25 13:52:19,2548
2022-01-25 14:52:19,3653
2022-01-25 15:52:19,4519
2022-01-25 16:52:19,4517
2022-01-25 17:52:19,3488
2022-01-25 18:52:19,3743
2022-01-25 19:52:19,3783
2022-01-25 20:52:19,2798
2022-01-25 21:52:19,1275
2022-01-25 22:52:19,1235
2022-01-25 23:52:19,1074
2022-01-26 00:52:19,1100
2022-01-26 01:52:19,1057
2022-01-26 02:52:19,932
2022-01-26 03:52:19,903
2022-01-26 04:52:19,1246
2022-01-26 05:52:19,1628
2022-01-26 06:52:19,1401
2022-01-26 07:52:19,1845
2022-01-26 08:52:19,1569
2022-01-26 09:52:19,1585
2022-01-26 10:52:19,1732
2022-01-26 11:52:19,1828
2022-01-26 12:52:19,1825
2022-01-26 13:52:19,1834
2022-01-26 14:52:19,2258
2022-01-26 15:52:19,2786
2022-01-26 16:52:19,2458
2022-01-26 17:52:19,2686
2022-01-26 18:52:19,2645
2022-01-26 19:52:19,2063
2022-01-26 20:52:19,1898
2022-01-26 21:52:19,1434
2022-01-26 22:52:19,1083
2022-01-26 23:52:19,1165
2022-01-27 00:52:19,900
2022-01-27 01:52:19,825
2022-01-27 02:52:19,1022
2022-01-27 03:52:19,1093
2022-01-27 04:52:19,1425
2022-01-27 05:52:19,1290
2022-01-27 06:52:19,1920
2022-01-27 07:52:19,1847
2022-01-27 08:52:19,2001
2022-01-27 09:52:19,2030
2022-01-27 10:52:19,1672
2022-01-27 11:52:19,1686
2022-01-27 12:52:19,1822
2022-01-27 13:52:19,1514
2022-01-27 14:52:19,2387
2022-01-27 15:52:19,2881
2022-01-27 16:52:19,2840
2022-01-27 17:52:19,2207
2022-01-27 18:52:19,2540
2022-01-27 19:52:19,2354
2022-01-27 20:52:19,1906
2022-01-27 21:52:19,1444
2022-01-27 22:52:19,1275
2022-01-27 23:52:19,1045
2022-01-28 00:52:19,1054
2022-01-28 01:52:19,1053
2022-01-28 02:52:19,765
2022-01-28 03:52:19,926
2022-01-28 04:52:19,1306
2022-01-28 05:52:19,1378
2022-01-28 06:52:19,1809
2022-01-28 07:52:19,1444
2022-01-28 08:52:19,1712
2022-01-28 09:52:19,2020
2022-01-28 10:52:19,1797
2022-01-28 11:52:19,1577
2022-01-28 12:52:19,1720
2022-01-28 13:52:19,1940
2022-01-28 14:52:19,2205
2022-01-28 15:52:19,2811
2022-01-28 16:52:19,2834
2022-01-28 17:52:19,2726
2022-01-28 18:52:19,2302
2022-01-28 19:52:19,2472
2022-01-28 20:52:19,1790
2022-01-28 21:52:19,1155
2022-01-28 22:52:19,1245
2022-01-28 23:52:19,1195
2022-01-29 00:52:19,1101
2022-01-29 01:52:19,972
2022-01-29 02:52:19,767
2022-01-29 03:52:19,928
2022-01-29 04:52:19,1111
2022-01-29 05:52:19,1319
2022-01-29 06:52:19,1354
2022-01-29 07:52:19,1811
2022-01-29 08:52:19,2029
2022-01-29 09:52:19,1729
2022-01-29 10:52:19,1786
2022-01-29 11:52:19,1745
2022-01-29 12:52:19,1854
2022-01-29 13:52:19,1927
2022-01-29 14:52:19,2354
2022-01-29 15:52:19,2798
2022-01-29 16:52:19,2490
2022-01-29 17:52:19,2760
2022-01-29 18:52:19,2409
2022-01-29 19:52:19,1876
2022-01-29 20:52:19,1744
2022-01-29 21:52:19,1447
2022-01-29 22:52:19,1221
2022-01-29 23:52:19,1112
2022-01-30 00:52:19,1115
2022-01-30 01:52:19,1018
2022-01-30 02:52:19,915
2022-01-30 03:52:19,948
2022-01-30 04:52:19,1099
2022-01-30 05:52:19,1277
2022-01-30 06:52:19,1254
2022-01-30 07:52:19,1852
2022-01-30 08:52:19,1858
2022-01-30 09:52:19,1939
2022-01-30 10:52:19,1957
2022-01-30 11:52:19,1895
2022-01-30 12:52:19,1626
2022-01-30 13:52:19,1895
2022-01-30 14:52:19,2048
2022-01-30 15:52:19,2767
2022-01-30 16:52:19,2556
2022-01-30 17:52:19,2831
2022-01-30 18:52:19,2573
2022-01-30 19:52:19,2287
2022-01-30 20:52:19,1487
2022-01-30 21:52:19,1794
2022-01-30 22:52:19,1520
2022-01-30 23:52:19,1219
2022-01-31 00:52:19,1022
2022-01-31 01:52:19,1023
2022-01-31 02:52:19,956
2022-01-31 03:52:19,1129
2022-01-31 04:52:19,1772
2022-01-31 05:52:19,1565
2022-01-31 06:52:19,2282
2022-01-31 07:52:19,1890
2022-01-31 08:52:19,1993
2022-01-31 09:52:19,2382
2022-01-31 10:52:19,2479
2022-01-31 11:52:19,2176
2022-01-31 12:52:19,2046
2022-01-31 13:52:19,2364
2022-01-31 14:52:19,2577
2022-01-31 15:52:19,3575
2022-01-31 16:52:19,3534
2022-01-31 17:52:19,3379
2022-01-31 18:52:19,2936
2022-01-31 19:52:19,2261
2022-01-31 20:52:19,2313
2022-01-31 21:52:19,1804
2022-01-31 22:52:19,1712
2022-01-31 23:52:19,1405
2022-02-01 00:52:19,1486
2022-02-01 01:52:19,1269
2022-02-01 02:52:19,1431
2022-02-01 03:52:19,1428
2022-02-01 04:52:19,1650
2022-02-01 05:52:19,1591
2022-02-01 06:52:19,2286
2022-02-01 07:52:19,1894
2022-02-01 08:52:19,2613
2022-02-01 09:52:19,2336
2022-02-01 10:52:19,2675
2022-02-01 11:52:19,2035
2022-02-01 12:52:19,1898
2022-02-01 13:52:19,2488
2022-02-01 14:52:19,3181
2022-02-01 15:52:19,3738
2022-02-01 16:52:19,3545
2022-02-01 17:52:19,3299
2022-02-01 18:52:19,3093
2022-02-01 19:52:19,3027
2022-02-01 20:52:19,2427
2022-02-01 21:52:19,1306
2022-02-01 22:52:19,1095
2022-02-01 23:52:19,1114
2022-02-02 00:52:19,928
2022-02-02 01:52:19,869
2022-02-02 02:52:19,1074
2022-02-02 03:52:19,1003
2022-02-02 04:52:19,1061
2022-02-02 05:52:19,1405
2022-02-02 06:52:19,1220
2022-02-02 07:52:19,1821
2022-02-02 08:52:19,1873
2022-02-02 09:52:19,1640
2022-02-02 10:52:19,1862
2022-02-02 11:52:19,1715
2022-02-02 12:52:19,1750
2022-02-02 13:52:19,1805
2022-02-02 14:52:19,2165
2022-02-02 15:52:19,2785
2022-02-02 16:52:19,2626
2022-02-02 17:52:19,2655
2022-02-02 18:52:19,2237
2022-02-02 19:52:19,2227
2022-02-02 20:52:19,1784
2022-02-02 21:52:19,1511
2022-02-02 22:52:19,1243
2022-02-02 23:52:19,1195
2022-02-03 00:52:19,985
2022-02-03 01:52:19,884
2022-02-03 02:52:19,1067
2022-02-03 03:52:19,1041
2022-02-03 04:52:19,1392
2022-02-03 05:52:19,1224
2022-02-03 06:52:19,1503
2022-02-03 07:52:19,1847
2022-02-03 08:52:19,1565
2022-02-03 09:52:19,1571
2022-02-03 10:52:19,1726
2022-02-03 11:52:19,1720
2022-02-03 12:52:19,1653
2022-02-03 13:52:19,1987
2022-02-03 14:52:19,2341
