Datetime,Load
2022-04-07 10:40:40,1053
2022-04-07 11:40:40,1171
2022-04-07 12:40:40,849
2022-04-07 13:40:40,903
2022-04-07 14:40:40,795
2022-04-07 15:40:40,924
2022-04-07 16:40:40,845
2022-04-07 17:40:40,992
2022-04-07 18:40:40,1149
2022-04-07 19:40:40,1437
2022-04-07 20:40:40,1799
2022-04-07 21:40:40,1894
2022-04-07 22:40:40,1568
2022-04-07 23:40:40,1735
2022-04-08 00:40:40,1523
2022-04-08 01:40:40,1766
2022-04-08 02:40:40,1696
2022-04-08 03:40:40,2029
2022-04-08 04:40:40,2644
2022-04-08 05:40:40,2439
2022-04-08 06:40:40,2306
2022-04-08 07:40:40,2018
2022-04-08 08:40:40,1807
2022-04-08 09:40:40,1563
