Time (Hour),Load (W)
2022-01-24 21:52:19,870
2022-01-24 22:52:19,757
2022-01-24 23:52:19,703
2022-01-25 00:52:19,599
2022-01-25 01:52:19,752
2022-01-25 02:52:19,584
2022-01-25 03:52:19,752
2022-01-25 04:52:19,795
2022-01-25 05:52:19,1017
2022-01-25 06:52:19,1397
2022-01-25 07:52:19,1411
2022-01-25 08:52:19,1180
2022-01-25 09:52:19,1421
2022-01-25 10:52:19,1336
2022-01-25 11:52:19,1289
2022-01-25 12:52:19,1362
2022-01-25 13:52:19,1170
2022-01-25 14:52:19,1553
2022-01-25 15:52:19,2032
2022-01-25 16:52:19,1950
2022-01-25 17:52:19,1628
2022-01-25 18:52:19,1828
2022-01-25 19:52:19,1362
2022-01-25 20:52:19,1062
2022-01-25 21:52:19,737
2022-01-25 22:52:19,659
2022-01-25 23:52:19,527
2022-01-26 00:52:19,489
2022-01-26 01:52:19,559
2022-01-26 02:52:19,469
2022-01-26 03:52:19,454
2022-01-26 04:52:19,675
2022-01-26 05:52:19,801
2022-01-26 06:52:19,856
2022-01-26 07:52:19,998
2022-01-26 08:52:19,823
2022-01-26 09:52:19,1118
2022-01-26 10:52:19,1057
2022-01-26 11:52:19,811
2022-01-26 12:52:19,799
2022-01-26 13:52:19,813
2022-01-26 14:52:19,1269
2022-01-26 15:52:19,1548
2022-01-26 16:52:19,1322
2022-01-26 17:52:19,1275
2022-01-26 18:52:19,1376
2022-01-26 19:52:19,1244
2022-01-26 20:52:19,909
2022-01-26 21:52:19,744
2022-01-26 22:52:19,624
2022-01-26 23:52:19,542
2022-01-27 00:52:19,437
2022-01-27 01:52:19,463
2022-01-27 02:52:19,550
2022-01-27 03:52:19,463
2022-01-27 04:52:19,721
2022-01-27 05:52:19,860
2022-01-27 06:52:19,943
2022-01-27 07:52:19,967
2022-01-27 08:52:19,1077
2022-01-27 09:52:19,1031
2022-01-27 10:52:19,1085
2022-01-27 11:52:19,973
2022-01-27 12:52:19,776
2022-01-27 13:52:19,996
2022-01-27 14:52:19,1079
2022-01-27 15:52:19,1514
2022-01-27 16:52:19,1316
2022-01-27 17:52:19,1363
2022-01-27 18:52:19,1325
2022-01-27 19:52:19,1305
2022-01-27 20:52:19,936
2022-01-27 21:52:19,629
2022-01-27 22:52:19,634
2022-01-27 23:52:19,617
2022-01-28 00:52:19,477
2022-01-28 01:52:19,532
2022-01-28 02:52:19,519
2022-01-28 03:52:19,543
2022-01-28 04:52:19,707
2022-01-28 05:52:19,859
2022-01-28 06:52:19,796
2022-01-28 07:52:19,795
2022-01-28 08:52:19,970
2022-01-28 09:52:19,1050
2022-01-28 10:52:19,1079
2022-01-28 11:52:19,989
2022-01-28 12:52:19,870
2022-01-28 13:52:19,876
2022-01-28 14:52:19,1228
2022-01-28 15:52:19,1532
2022-01-28 16:52:19,1486
2022-01-28 17:52:19,1290
2022-01-28 18:52:19,1381
2022-01-28 19:52:19,1289
2022-01-28 20:52:19,841
2022-01-28 21:52:19,693
2022-01-28 22:52:19,665
2022-01-28 23:52:19,631
2022-01-29 00:52:19,465
2022-01-29 01:52:19,437
2022-01-29 02:52:19,572
2022-01-29 03:52:19,528
2022-01-29 04:52:19,578
2022-01-29 05:52:19,773
2022-01-29 06:52:19,972
2022-01-29 07:52:19,869
2022-01-29 08:52:19,841
2022-01-29 09:52:19,893
2022-01-29 10:52:19,910
2022-01-29 11:52:19,1024
2022-01-29 12:52:19,1012
2022-01-29 13:52:19,970
2022-01-29 14:52:19,1127
2022-01-29 15:52:19,1474
2022-01-29 16:52:19,1392
2022-01-29 17:52:19,1333
2022-01-29 18:52:19,1172
2022-01-29 19:52:19,1051
2022-01-29 20:52:19,798
2022-01-29 21:52:19,767
2022-01-29 22:52:19,663
2022-01-29 23:52:19,487
2022-01-30 00:52:19,534
2022-01-30 01:52:19,522
2022-01-30 02:52:19,471
2022-01-30 03:52:19,444
2022-01-30 04:52:19,666
2022-01-30 05:52:19,821
2022-01-30 06:52:19,735
2022-01-30 07:52:19,785
2022-01-30 08:52:19,800
2022-01-30 09:52:19,1008
2022-01-30 10:52:19,1065
2022-01-30 11:52:19,962
2022-01-30 12:52:19,795
2022-01-30 13:52:19,1006
2022-01-30 14:52:19,1115
2022-01-30 15:52:19,1509
2022-01-30 16:52:19,1479
2022-01-30 17:52:19,1430
2022-01-30 18:52:19,1306
2022-01-30 19:52:19,1250
2022-01-30 20:52:19,990
2022-01-30 21:52:19,1194
2022-01-30 22:52:19,846
2022-01-30 23:52:19,913
2022-01-31 00:52:19,683
2022-01-31 01:52:19,922
2022-01-31 02:52:19,868
2022-01-31 03:52:19,881
2022-01-31 04:52:19,1121
2022-01-31 05:52:19,1298
2022-01-31 06:52:19,1491
2022-01-31 07:52:19,1523
2022-01-31 08:52:19,1638
2022-01-31 09:52:19,1345
2022-01-31 10:52:19,1395
2022-01-31 11:52:19,1595
2022-01-31 12:52:19,1368
2022-01-31 13:52:19,1388
2022-01-31 14:52:19,1734
2022-01-31 15:52:19,2307
2022-01-31 16:52:19,2069
2022-01-31 17:52:19,2152
2022-01-31 18:52:19,1958
2022-01-31 19:52:19,1745
2022-01-31 20:52:19,1319
2022-01-31 21:52:19,1003
2022-01-31 22:52:19,964
2022-01-31 23:52:19,875
2022-02-01 00:52:19,876
2022-02-01 01:52:19,882
2022-02-01 02:52:19,785
2022-02-01 03:52:19,795
2022-02-01 04:52:19,893
2022-02-01 05:52:19,1288
2022-02-01 06:52:19,1219
2022-02-01 07:52:19,1646
2022-02-01 08:52:19,1659
2022-02-01 09:52:19,1501
2022-02-01 10:52:19,1352
2022-02-01 11:52:19,1682
2022-02-01 12:52:19,1608
2022-02-01 13:52:19,1410
2022-02-01 14:52:19,1874
2022-02-01 15:52:19,2422
2022-02-01 16:52:19,2318
2022-02-01 17:52:19,2194
2022-02-01 18:52:19,1907
2022-02-01 19:52:19,1655
2022-02-01 20:52:19,1491
2022-02-01 21:52:19,676
2022-02-01 22:52:19,661
2022-02-01 23:52:19,575
2022-02-02 00:52:19,529
2022-02-02 01:52:19,425
2022-02-02 02:52:19,562
2022-02-02 03:52:19,572
2022-02-02 04:52:19,576
2022-02-02 05:52:19,845
2022-02-02 06:52:19,956
2022-02-02 07:52:19,863
2022-02-02 08:52:19,825
2022-02-02 09:52:19,963
2022-02-02 10:52:19,975
2022-02-02 11:52:19,1016
2022-02-02 12:52:19,964
2022-02-02 13:52:19,1027
2022-02-02 14:52:19,1192
2022-02-02 15:52:19,1543
2022-02-02 16:52:19,1502
2022-02-02 17:52:19,1366
2022-02-02 18:52:19,1075
2022-02-02 19:52:19,1081
2022-02-02 20:52:19,1031
2022-02-02 21:52:19,692
2022-02-02 22:52:19,565
2022-02-02 23:52:19,627
2022-02-03 00:52:19,552
2022-02-03 01:52:19,517
2022-02-03 02:52:19,485
2022-02-03 03:52:19,487
2022-02-03 04:52:19,737
2022-02-03 05:52:19,874
2022-02-03 06:52:19,677
2022-02-03 07:52:19,1049
2022-02-03 08:52:19,862
2022-02-03 09:52:19,1006
2022-02-03 10:52:19,838
2022-02-03 11:52:19,1029
2022-02-03 12:52:19,885
2022-02-03 13:52:19,880
2022-02-03 14:52:19,1253
2022-02-03 15:52:19,1538
2022-02-03 16:52:19,1416
2022-02-03 17:52:19,1389
2022-02-03 18:52:19,1111
2022-02-03 19:52:19,1218
2022-02-03 20:52:19,812
2022-02-03 21:52:19,797
2022-02-03 22:52:19,552
2022-02-03 23:52:19,494
2022-02-04 00:52:19,488
2022-02-04 01:52:19,510
2022-02-04 02:52:19,471
2022-02-04 03:52:19,500
2022-02-04 04:52:19,662
2022-02-04 05:52:19,712
2022-02-04 06:52:19,876
2022-02-04 07:52:19,967
2022-02-04 08:52:19,945
2022-02-04 09:52:19,1037
2022-02-04 10:52:19,964
2022-02-04 11:52:19,881
2022-02-04 12:52:19,819
2022-02-04 13:52:19,1049
