Datetime,Load
2022-04-07 10:48:37,1026
2022-04-07 11:48:37,1014
2022-04-07 12:48:37,801
2022-04-07 13:48:37,811
2022-04-07 14:48:37,751
2022-04-07 15:48:37,825
2022-04-07 16:48:37,791
2022-04-07 17:48:37,1083
2022-04-07 18:48:37,1291
2022-04-07 19:48:37,1600
2022-04-07 20:48:37,1192
2022-04-07 21:48:37,1578
2022-04-07 22:48:37,1395
2022-04-07 23:48:37,1638
2022-04-08 00:48:37,1602
2022-04-08 01:48:37,1630
2022-04-08 02:48:37,1421
2022-04-08 03:48:37,1947
2022-04-08 04:48:37,2385
2022-04-08 05:48:37,2338
2022-04-08 06:48:37,1920
2022-04-08 07:48:37,2147
2022-04-08 08:48:37,1787
2022-04-08 09:48:37,1359
2022-04-08 10:48:37,955
2022-04-08 11:48:37,679
2022-04-08 12:48:37,612
2022-04-08 13:48:37,618
2022-04-08 14:48:37,557
2022-04-08 15:48:37,487
2022-04-08 16:48:37,645
2022-04-08 17:48:37,856
2022-04-08 18:48:37,918
2022-04-08 19:48:37,986
2022-04-08 20:48:37,1269
2022-04-08 21:48:37,1234
2022-04-08 22:48:37,1012
2022-04-08 23:48:37,1146
2022-04-09 00:48:37,934
2022-04-09 01:48:37,1059
2022-04-09 02:48:37,1158
2022-04-09 03:48:37,1298
2022-04-09 04:48:37,1759
2022-04-09 05:48:37,1568
2022-04-09 06:48:37,1614
2022-04-09 07:48:37,1587
2022-04-09 08:48:37,1324
2022-04-09 09:48:37,1023
2022-04-09 10:48:37,741
2022-04-09 11:48:37,691
2022-04-09 12:48:37,724
2022-04-09 13:48:37,575
2022-04-09 14:48:37,575
2022-04-09 15:48:37,590
2022-04-09 16:48:37,674
2022-04-09 17:48:37,659
2022-04-09 18:48:37,777
2022-04-09 19:48:37,1063
2022-04-09 20:48:37,983
2022-04-09 21:48:37,1047
2022-04-09 22:48:37,1145
2022-04-09 23:48:37,1162
2022-04-10 00:48:37,1074
2022-04-10 01:48:37,990
2022-04-10 02:48:37,1236
2022-04-10 03:48:37,1252
2022-04-10 04:48:37,1762
2022-04-10 05:48:37,1806
2022-04-10 06:48:37,1498
2022-04-10 07:48:37,1366
2022-04-10 08:48:37,1413
2022-04-10 09:48:37,1213
2022-04-10 10:48:37,737
2022-04-10 11:48:37,667
2022-04-10 12:48:37,670
2022-04-10 13:48:37,732
2022-04-10 14:48:37,525
2022-04-10 15:48:37,534
2022-04-10 16:48:37,635
2022-04-10 17:48:37,693
2022-04-10 18:48:37,1006
2022-04-10 19:48:37,1007
2022-04-10 20:48:37,1173
2022-04-10 21:48:37,1275
2022-04-10 22:48:37,1097
2022-04-10 23:48:37,1117
2022-04-11 00:48:37,949
2022-04-11 01:48:37,1072
2022-04-11 02:48:37,1207
2022-04-11 03:48:37,1338
2022-04-11 04:48:37,1746
2022-04-11 05:48:37,1714
2022-04-11 06:48:37,1565
2022-04-11 07:48:37,1572
2022-04-11 08:48:37,1363
2022-04-11 09:48:37,970
2022-04-11 10:48:37,818
2022-04-11 11:48:37,813
2022-04-11 12:48:37,631
2022-04-11 13:48:37,583
2022-04-11 14:48:37,691
2022-04-11 15:48:37,672
2022-04-11 16:48:37,647
2022-04-11 17:48:37,810
2022-04-11 18:48:37,1009
2022-04-11 19:48:37,770
2022-04-11 20:48:37,930
2022-04-11 21:48:37,1265
2022-04-11 22:48:37,1053
2022-04-11 23:48:37,1110
2022-04-12 00:48:37,1201
2022-04-12 01:48:37,945
2022-04-12 02:48:37,1153
2022-04-12 03:48:37,1405
2022-04-12 04:48:37,1732
2022-04-12 05:48:37,1618
2022-04-12 06:48:37,1677
2022-04-12 07:48:37,1382
2022-04-12 08:48:37,1179
2022-04-12 09:48:37,921
2022-04-12 10:48:37,938
2022-04-12 11:48:37,728
2022-04-12 12:48:37,677
2022-04-12 13:48:37,643
2022-04-12 14:48:37,697
2022-04-12 15:48:37,573
2022-04-12 16:48:37,620
2022-04-12 17:48:37,696
2022-04-12 18:48:37,1020
2022-04-12 19:48:37,807
2022-04-12 20:48:37,1187
2022-04-12 21:48:37,1003
2022-04-12 22:48:37,1220
2022-04-12 23:48:37,1054
2022-04-13 00:48:37,1159
2022-04-13 01:48:37,1044
2022-04-13 02:48:37,1221
2022-04-13 03:48:37,1311
2022-04-13 04:48:37,1820
2022-04-13 05:48:37,1581
2022-04-13 06:48:37,1403
2022-04-13 07:48:37,1474
2022-04-13 08:48:37,1253
2022-04-13 09:48:37,1113
2022-04-13 10:48:37,1232
2022-04-13 11:48:37,1100
2022-04-13 12:48:37,959
2022-04-13 13:48:37,1120
2022-04-13 14:48:37,1091
2022-04-13 15:48:37,795
2022-04-13 16:48:37,934
2022-04-13 17:48:37,1063
2022-04-13 18:48:37,1275
2022-04-13 19:48:37,1843
2022-04-13 20:48:37,1876
2022-04-13 21:48:37,1493
2022-04-13 22:48:37,1573
2022-04-13 23:48:37,1948
2022-04-14 00:48:37,1668
2022-04-14 01:48:37,1772
2022-04-14 02:48:37,1808
2022-04-14 03:48:37,2123
2022-04-14 04:48:37,2725
2022-04-14 05:48:37,2614
2022-04-14 06:48:37,2304
2022-04-14 07:48:37,2049
2022-04-14 08:48:37,2088
2022-04-14 09:48:37,1473
