Time (Hour),Load (W)
2022-01-24 21:52:19,1452
2022-01-24 22:52:19,1340
2022-01-24 23:52:19,1372
2022-01-25 00:52:19,1356
2022-01-25 01:52:19,1128
2022-01-25 02:52:19,1207
2022-01-25 03:52:19,1295
2022-01-25 04:52:19,1349
2022-01-25 05:52:19,1847
2022-01-25 06:52:19,1691
2022-01-25 07:52:19,2415
2022-01-25 08:52:19,1885
2022-01-25 09:52:19,2523
2022-01-25 10:52:19,2183
2022-01-25 11:52:19,2198
2022-01-25 12:52:19,1771
2022-01-25 13:52:19,1910
2022-01-25 14:52:19,2559
2022-01-25 15:52:19,3427
2022-01-25 16:52:19,3364
2022-01-25 17:52:19,2834
2022-01-25 18:52:19,2949
2022-01-25 19:52:19,2796
2022-01-25 20:52:19,1933
2022-01-25 21:52:19,1115
2022-01-25 22:52:19,1058
2022-01-25 23:52:19,970
2022-01-26 00:52:19,777
2022-01-26 01:52:19,841
2022-01-26 02:52:19,899
2022-01-26 03:52:19,862
2022-01-26 04:52:19,1126
2022-01-26 05:52:19,1405
2022-01-26 06:52:19,1295
2022-01-26 07:52:19,1782
2022-01-26 08:52:19,1758
2022-01-26 09:52:19,1644
2022-01-26 10:52:19,1534
2022-01-26 11:52:19,1583
2022-01-26 12:52:19,1653
2022-01-26 13:52:19,1700
2022-01-26 14:52:19,2147
2022-01-26 15:52:19,2654
2022-01-26 16:52:19,2464
2022-01-26 17:52:19,2207
2022-01-26 18:52:19,2191
2022-01-26 19:52:19,2223
2022-01-26 20:52:19,1450
2022-01-26 21:52:19,1150
2022-01-26 22:52:19,1060
2022-01-26 23:52:19,1044
2022-01-27 00:52:19,750
2022-01-27 01:52:19,913
2022-01-27 02:52:19,717
2022-01-27 03:52:19,955
2022-01-27 04:52:19,1170
2022-01-27 05:52:19,1275
2022-01-27 06:52:19,1204
2022-01-27 07:52:19,1281
2022-01-27 08:52:19,1704
2022-01-27 09:52:19,1445
2022-01-27 10:52:19,1527
2022-01-27 11:52:19,1699
2022-01-27 12:52:19,1522
2022-01-27 13:52:19,1434
2022-01-27 14:52:19,1839
2022-01-27 15:52:19,2606
2022-01-27 16:52:19,2566
2022-01-27 17:52:19,2392
2022-01-27 18:52:19,1909
2022-01-27 19:52:19,2186
2022-01-27 20:52:19,1803
2022-01-27 21:52:19,1393
2022-01-27 22:52:19,1011
2022-01-27 23:52:19,848
2022-01-28 00:52:19,956
2022-01-28 01:52:19,856
2022-01-28 02:52:19,811
2022-01-28 03:52:19,867
2022-01-28 04:52:19,989
2022-01-28 05:52:19,1376
2022-01-28 06:52:19,1635
2022-01-28 07:52:19,1280
2022-01-28 08:52:19,1668
2022-01-28 09:52:19,1910
2022-01-28 10:52:19,1527
2022-01-28 11:52:19,1764
2022-01-28 12:52:19,1325
2022-01-28 13:52:19,1478
2022-01-28 14:52:19,2096
2022-01-28 15:52:19,2621
2022-01-28 16:52:19,2627
2022-01-28 17:52:19,2011
2022-01-28 18:52:19,2347
