Datetime,Load
2022-04-07 10:48:34,1259
2022-04-07 11:48:34,1227
2022-04-07 12:48:34,1050
2022-04-07 13:48:34,1101
2022-04-07 14:48:34,1111
2022-04-07 15:48:34,877
2022-04-07 16:48:34,955
2022-04-07 17:48:34,1491
2022-04-07 18:48:34,1815
2022-04-07 19:48:34,2086
2022-04-07 20:48:34,1652
2022-04-07 21:48:34,2272
2022-04-07 22:48:34,2239
2022-04-07 23:48:34,1945
2022-04-08 00:48:34,2018
2022-04-08 01:48:34,2097
2022-04-08 02:48:34,2202
2022-04-08 03:48:34,2259
2022-04-08 04:48:34,3241
2022-04-08 05:48:34,3136
2022-04-08 06:48:34,2895
2022-04-08 07:48:34,2573
2022-04-08 08:48:34,2299
2022-04-08 09:48:34,1873
2022-04-08 10:48:34,1298
2022-04-08 11:48:34,1105
2022-04-08 12:48:34,1004
2022-04-08 13:48:34,861
2022-04-08 14:48:34,791
2022-04-08 15:48:34,705
2022-04-08 16:48:34,849
2022-04-08 17:48:34,1190
2022-04-08 18:48:34,1173
2022-04-08 19:48:34,1314
2022-04-08 20:48:34,1274
2022-04-08 21:48:34,1391
2022-04-08 22:48:34,1532
2022-04-08 23:48:34,1838
2022-04-09 00:48:34,1436
2022-04-09 01:48:34,1365
2022-04-09 02:48:34,1471
2022-04-09 03:48:34,2056
2022-04-09 04:48:34,2573
2022-04-09 05:48:34,2280
2022-04-09 06:48:34,2051
2022-04-09 07:48:34,1834
2022-04-09 08:48:34,1921
2022-04-09 09:48:34,1295
2022-04-09 10:48:34,1108
2022-04-09 11:48:34,1097
2022-04-09 12:48:34,1001
2022-04-09 13:48:34,989
2022-04-09 14:48:34,990
2022-04-09 15:48:34,841
2022-04-09 16:48:34,919
2022-04-09 17:48:34,1248
2022-04-09 18:48:34,1253
2022-04-09 19:48:34,1149
2022-04-09 20:48:34,1431
2022-04-09 21:48:34,1395
2022-04-09 22:48:34,1640
2022-04-09 23:48:34,1720
2022-04-10 00:48:34,1420
2022-04-10 01:48:34,1366
2022-04-10 02:48:34,1605
2022-04-10 03:48:34,1924
2022-04-10 04:48:34,2466
2022-04-10 05:48:34,2331
2022-04-10 06:48:34,1964
2022-04-10 07:48:34,1962
2022-04-10 08:48:34,1623
2022-04-10 09:48:34,1479
2022-04-10 10:48:34,1084
2022-04-10 11:48:34,1037
2022-04-10 12:48:34,840
2022-04-10 13:48:34,852
2022-04-10 14:48:34,871
2022-04-10 15:48:34,896
2022-04-10 16:48:34,758
2022-04-10 17:48:34,1168
2022-04-10 18:48:34,1112
2022-04-10 19:48:34,1678
2022-04-10 20:48:34,1618
2022-04-10 21:48:34,1769
2022-04-10 22:48:34,1716
2022-04-10 23:48:34,1659
2022-04-11 00:48:34,1447
2022-04-11 01:48:34,1409
2022-04-11 02:48:34,1328
2022-04-11 03:48:34,2105
2022-04-11 04:48:34,2515
2022-04-11 05:48:34,2239
2022-04-11 06:48:34,2037
2022-04-11 07:48:34,2219
2022-04-11 08:48:34,2041
2022-04-11 09:48:34,1398
2022-04-11 10:48:34,1235
2022-04-11 11:48:34,1143
2022-04-11 12:48:34,901
2022-04-11 13:48:34,848
2022-04-11 14:48:34,955
2022-04-11 15:48:34,882
2022-04-11 16:48:34,768
2022-04-11 17:48:34,1154
2022-04-11 18:48:34,1246
2022-04-11 19:48:34,1467
2022-04-11 20:48:34,1623
2022-04-11 21:48:34,1581
2022-04-11 22:48:34,1579
2022-04-11 23:48:34,1723
2022-04-12 00:48:34,1339
2022-04-12 01:48:34,1566
2022-04-12 02:48:34,1361
2022-04-12 03:48:34,1873
2022-04-12 04:48:34,2520
2022-04-12 05:48:34,2263
2022-04-12 06:48:34,2200
2022-04-12 07:48:34,2129
2022-04-12 08:48:34,1719
2022-04-12 09:48:34,1834
2022-04-12 10:48:34,1274
2022-04-12 11:48:34,921
2022-04-12 12:48:34,857
2022-04-12 13:48:34,871
2022-04-12 14:48:34,903
2022-04-12 15:48:34,762
2022-04-12 16:48:34,897
2022-04-12 17:48:34,1097
2022-04-12 18:48:34,1350
2022-04-12 19:48:34,1328
2022-04-12 20:48:34,1371
2022-04-12 21:48:34,1576
2022-04-12 22:48:34,1778
2022-04-12 23:48:34,1707
2022-04-13 00:48:34,1441
2022-04-13 01:48:34,1448
2022-04-13 02:48:34,1550
2022-04-13 03:48:34,1813
2022-04-13 04:48:34,2567
2022-04-13 05:48:34,2488
2022-04-13 06:48:34,2042
2022-04-13 07:48:34,2297
2022-04-13 08:48:34,2113
2022-04-13 09:48:34,1798
2022-04-13 10:48:34,2104
2022-04-13 11:48:34,1743
2022-04-13 12:48:34,1447
2022-04-13 13:48:34,1527
2022-04-13 14:48:34,1223
2022-04-13 15:48:34,1191
2022-04-13 16:48:34,1287
2022-04-13 17:48:34,1971
2022-04-13 18:48:34,1940
2022-04-13 19:48:34,2059
2022-04-13 20:48:34,2508
2022-04-13 21:48:34,2688
2022-04-13 22:48:34,2486
2022-04-13 23:48:34,2201
2022-04-14 00:48:34,2565
2022-04-14 01:48:34,2351
2022-04-14 02:48:34,2671
2022-04-14 03:48:34,3271
2022-04-14 04:48:34,4017
2022-04-14 05:48:34,4005
2022-04-14 06:48:34,3214
2022-04-14 07:48:34,3625
2022-04-14 08:48:34,2826
2022-04-14 09:48:34,2370
