Time (Hour),Load (W)
0,822
1,766
2,597
3,742
4,520
5,538
6,644
7,891
8,946
9,811
10,1314
11,1092
12,1077
13,1119
14,1058
15,1155
16,1082
17,1299
18,1797
19,1756
20,1802
21,1372
22,1556
23,1349
24,633
25,498
26,451
27,409
28,437
29,397
30,425
31,505
32,700
33,600
34,637
35,694
36,933
37,806
38,719
39,729
40,792
41,971
42,1275
43,1194
44,996
45,1007
46,925
47,833
48,628
49,484
50,443
51,500
52,345
53,454
54,439
55,615
56,509
57,823
58,648
59,883
60,786
61,752
62,715
63,802
64,754
65,964
66,1219
67,1151
68,1177
69,1077
70,836
71,783
72,522
73,495
74,411
75,498
76,428
77,460
78,372
79,463
80,538
81,640
82,696
83,688
84,837
85,860
86,761
87,803
88,857
89,950
90,1282
91,1143
92,1003
93,993
94,1014
95,730
96,598
97,471
98,479
99,402
100,460
101,412
102,468
103,599
104,604
105,810
106,675
107,674
108,716
109,751
110,828
111,819
112,801
113,929
114,1221
115,1179
116,1003
117,886
118,1027
119,668
120,506
121,561
122,434
123,395
124,463
125,392
126,374
127,554
128,691
129,757
130,785
131,685
132,723
133,767
134,863
135,753
136,718
137,1050
138,1267
139,1145
140,1242
141,1079
142,1036
143,782
144,753
145,586
146,598
147,557
148,504
149,528
150,605
151,735
152,772
153,1049
154,1072
155,900
156,955
157,1072
158,978
159,889
160,868
161,1147
162,1586
163,1406
164,1238
165,1271
166,1328
167,1015
168,941
169,670
170,564
171,715
172,500
173,593
174,553
175,802
176,975
177,1138
178,1204
179,1105
180,1061
181,1260
182,1139
183,897
184,951
185,1292
186,1773
187,1507
188,1362
189,1578
190,1236
191,1017
192,572
193,481
194,409
195,385
196,444
197,462
198,395
199,510
200,616
201,579
202,604
203,699
204,775
205,776
206,682
207,734
208,662
209,1045
210,1229
211,1187
212,1225
213,999
214,1085
215,646
216,622
217,466
218,491
219,361
220,406
221,449
222,388
223,516
224,669
225,662
226,698
227,879
228,855
229,815
230,704
231,672
232,734
233,1054
234,1286
235,1239
236,1153
237,1113
238,1035
239,745
240,647
241,515
242,448
243,458
244,478
245,379
246,454
247,584
248,535
249,834
250,764
251,849
252,798
253,691
254,674
255,796
256,791
257,927
258,1262
259,1205
260,997
261,1079
262,1077
263,652
264,576
265,455
266,452
267,383
268,420
269,398
270,440
271,499
272,598
273,796
274,840
275,695
276,912
277,895
278,685
279,790
280,674
281,918
282,1254
283,1104
284,1011
285,1125
286,830
287,807
288,558
289,460
290,464
291,403
292,430
293,356
294,431
295,495
296,705
297,775
298,812
299,831
300,829
301,845
302,676
303,829
304,803
305,1040
306,1220
307,1266
308,1130
309,893
310,1089
311,676
312,835
313,690
314,710
315,708
316,526
317,623
318,714
319,852
320,1027
321,933
322,970
323,1069
324,1350
325,1273
326,1147
327,1248
328,1093
329,1511
330,1954
331,1940
332,1759
333,1353
334,1600
335,1123
