Datetime,Load
2022-04-07 10:40:47,1281
2022-04-07 11:40:47,1198
2022-04-07 12:40:47,953
2022-04-07 13:40:47,982
2022-04-07 14:40:47,899
2022-04-07 15:40:47,816
2022-04-07 16:40:47,884
2022-04-07 17:40:47,1041
2022-04-07 18:40:47,1137
2022-04-07 19:40:47,1346
2022-04-07 20:40:47,1789
2022-04-07 21:40:47,1557
2022-04-07 22:40:47,1858
2022-04-07 23:40:47,1830
2022-04-08 00:40:47,1642
2022-04-08 01:40:47,1780
2022-04-08 02:40:47,1833
2022-04-08 03:40:47,2151
2022-04-08 04:40:47,2598
2022-04-08 05:40:47,2339
2022-04-08 06:40:47,2078
2022-04-08 07:40:47,2087
2022-04-08 08:40:47,2167
2022-04-08 09:40:47,1409
