Time (Hour),Load (W)
2022-01-24 21:52:20,2041
2022-01-24 22:52:20,1884
2022-01-24 23:52:20,1753
2022-01-25 00:52:20,1516
2022-01-25 01:52:20,1662
2022-01-25 02:52:20,1259
2022-01-25 03:52:20,1511
2022-01-25 04:52:20,2002
2022-01-25 05:52:20,2478
2022-01-25 06:52:20,2300
2022-01-25 07:52:20,2872
2022-01-25 08:52:20,2577
2022-01-25 09:52:20,2576
2022-01-25 10:52:20,3114
2022-01-25 11:52:20,2814
2022-01-25 12:52:20,2644
2022-01-25 13:52:20,2360
2022-01-25 14:52:20,3522
2022-01-25 15:52:20,4503
2022-01-25 16:52:20,4233
2022-01-25 17:52:20,3888
2022-01-25 18:52:20,3964
2022-01-25 19:52:20,3048
2022-01-25 20:52:20,3085
2022-01-25 21:52:20,1105
2022-01-25 22:52:20,1178
2022-01-25 23:52:20,1183
2022-01-26 00:52:20,1034
2022-01-26 01:52:20,1037
2022-01-26 02:52:20,1038
2022-01-26 03:52:20,897
2022-01-26 04:52:20,1163
2022-01-26 05:52:20,1551
2022-01-26 06:52:20,1209
2022-01-26 07:52:20,1571
2022-01-26 08:52:20,1819
2022-01-26 09:52:20,1874
2022-01-26 10:52:20,1723
2022-01-26 11:52:20,1489
2022-01-26 12:52:20,1850
2022-01-26 13:52:20,1758
2022-01-26 14:52:20,2164
2022-01-26 15:52:20,2674
2022-01-26 16:52:20,2459
2022-01-26 17:52:20,2577
2022-01-26 18:52:20,2265
2022-01-26 19:52:20,1815
2022-01-26 20:52:20,1697
2022-01-26 21:52:20,1334
2022-01-26 22:52:20,1088
2022-01-26 23:52:20,905
2022-01-27 00:52:20,1078
2022-01-27 01:52:20,969
2022-01-27 02:52:20,995
2022-01-27 03:52:20,1027
2022-01-27 04:52:20,1247
2022-01-27 05:52:20,1488
2022-01-27 06:52:20,1518
2022-01-27 07:52:20,1296
2022-01-27 08:52:20,1917
2022-01-27 09:52:20,1859
2022-01-27 10:52:20,1872
2022-01-27 11:52:20,1607
2022-01-27 12:52:20,1717
2022-01-27 13:52:20,1460
2022-01-27 14:52:20,2140
2022-01-27 15:52:20,2768
2022-01-27 16:52:20,2650
2022-01-27 17:52:20,2692
2022-01-27 18:52:20,1952
2022-01-27 19:52:20,1741
2022-01-27 20:52:20,1555
2022-01-27 21:52:20,1410
2022-01-27 22:52:20,1261
2022-01-27 23:52:20,1144
2022-01-28 00:52:20,1006
2022-01-28 01:52:20,1014
2022-01-28 02:52:20,918
2022-01-28 03:52:20,1026
2022-01-28 04:52:20,1240
2022-01-28 05:52:20,1386
2022-01-28 06:52:20,1427
2022-01-28 07:52:20,1839
2022-01-28 08:52:20,1586
2022-01-28 09:52:20,1806
2022-01-28 10:52:20,1553
2022-01-28 11:52:20,1503
2022-01-28 12:52:20,1483
2022-01-28 13:52:20,1817
2022-01-28 14:52:20,2235
2022-01-28 15:52:20,2756
2022-01-28 16:52:20,2690
2022-01-28 17:52:20,2362
2022-01-28 18:52:20,2194
2022-01-28 19:52:20,2077
2022-01-28 20:52:20,1954
2022-01-28 21:52:20,1155
2022-01-28 22:52:20,1045
2022-01-28 23:52:20,958
2022-01-29 00:52:20,903
2022-01-29 01:52:20,982
2022-01-29 02:52:20,1013
2022-01-29 03:52:20,1052
2022-01-29 04:52:20,1264
2022-01-29 05:52:20,1496
2022-01-29 06:52:20,1483
2022-01-29 07:52:20,1317
2022-01-29 08:52:20,1581
2022-01-29 09:52:20,1818
2022-01-29 10:52:20,1692
2022-01-29 11:52:20,1514
2022-01-29 12:52:20,1519
2022-01-29 13:52:20,1450
2022-01-29 14:52:20,2164
2022-01-29 15:52:20,2724
2022-01-29 16:52:20,2610
2022-01-29 17:52:20,2248
2022-01-29 18:52:20,2152
2022-01-29 19:52:20,2275
