Time (Hour),Load (W)
0,745
1,611
2,552
3,478
4,426
5,460
6,491
7,530
8,691
9,593
10,730
11,976
12,817
13,891
14,938
15,764
16,849
17,1093
18,1357
19,1426
20,1247
21,1108
22,1185
23,1021
24,601
25,434
26,443
27,473
28,337
29,355
30,421
31,548
32,527
33,646
34,651
35,790
36,703
37,625
38,700
39,605
40,688
41,825
42,1151
43,1031
44,1052
45,1058
46,910
47,742
48,507
49,516
50,432
51,362
52,347
53,354
54,441
55,437
56,500
57,549
58,720
59,699
60,634
61,634
62,759
63,575
64,655
65,938
66,1115
67,1131
68,958
69,971
70,737
71,710
72,564
73,512
74,400
75,386
76,429
77,377
78,371
79,479
80,537
81,703
82,750
83,801
84,656
85,666
86,787
87,652
88,734
89,801
90,1172
91,1018
92,1032
93,896
94,945
95,716
96,589
97,498
98,446
99,371
100,411
101,342
102,423
103,434
104,653
105,511
106,641
107,823
108,688
109,654
110,686
111,681
112,706
113,904
114,1109
115,1060
116,925
117,1029
118,757
119,780
120,470
121,424
122,458
123,434
124,375
125,322
126,373
127,475
128,481
129,525
130,568
131,609
132,851
133,753
134,740
135,644
136,613
137,889
138,1170
139,1081
140,1088
141,1002
142,954
143,584
144,916
145,735
146,742
147,709
148,597
149,643
150,537
151,916
152,767
153,1043
154,859
155,1103
156,1207
157,1127
158,1216
159,1071
160,976
161,1408
162,1835
163,1573
164,1555
165,1533
166,1576
167,1202
168,705
169,524
170,551
171,589
172,525
173,422
174,558
175,562
176,761
177,860
178,904
179,967
180,919
181,842
182,842
183,989
184,795
185,1071
186,1426
187,1433
188,1233
189,1094
190,1128
191,738
192,592
193,470
194,494
195,450
196,345
197,389
198,391
199,568
200,521
201,601
202,553
203,829
204,649
205,648
206,736
207,752
208,643
209,853
210,1127
211,1098
212,985
213,967
214,913
215,808
216,601
217,413
218,487
219,454
220,415
221,436
222,372
223,440
224,497
225,703
226,714
227,650
228,641
229,727
230,742
231,729
232,605
233,884
234,1152
235,994
236,934
237,960
238,885
239,679
240,546
241,421
242,380
243,341
244,393
245,323
246,383
247,548
248,500
249,607
250,587
251,743
252,750
253,802
254,745
255,628
256,771
257,915
258,1110
259,1108
260,1053
261,916
262,862
263,833
264,465
265,498
266,492
267,448
268,325
269,343
270,437
271,418
272,611
273,758
274,819
275,723
276,696
277,638
278,704
279,698
280,685
281,852
282,1163
283,1015
284,1049
285,1025
286,958
287,622
288,524
289,501
290,441
291,429
292,363
293,307
294,437
295,522
296,482
297,695
298,698
299,830
300,718
301,741
302,738
303,624
304,796
305,957
306,1116
307,1075
308,959
309,995
310,803
311,686
312,673
313,590
314,513
315,532
316,542
317,396
318,488
319,532
320,753
321,616
322,982
323,944
324,811
325,862
326,829
327,987
328,991
329,1018
330,1436
331,1391
332,1271
333,1183
334,1174
335,792
