Time (Hour),Load (W)
0,1919
1,1715
2,1653
3,1508
4,1424
5,1191
6,1464
7,1641
8,2092
9,2492
10,2206
11,2646
12,2859
13,2338
14,2202
15,2566
16,2221
17,3196
18,3958
19,3576
20,3427
21,3646
22,3159
23,2175
24,1241
25,1059
26,1054
27,799
28,686
29,857
30,857
31,1064
32,1240
33,1518
34,1259
35,1312
36,1503
37,1483
38,1514
39,1341
40,1436
41,2009
42,2467
43,2409
44,2252
45,2132
46,2158
47,1572
48,1236
49,1145
50,805
51,882
52,796
53,690
54,880
55,1159
56,1405
57,1351
58,1395
59,1421
60,1770
61,1400
62,1468
63,1655
64,1502
65,1974
66,2537
67,2488
68,2372
69,1888
70,1611
71,1568
72,1339
73,1082
74,804
75,791
76,912
77,940
78,812
79,959
80,1424
81,1642
82,1449
83,1536
84,1572
85,1691
86,1391
87,1670
88,1639
89,1930
90,2455
91,2416
92,2159
93,2077
94,1675
95,1821
96,1250
97,1005
98,900
99,1025
100,888
101,752
102,758
103,1135
104,1414
105,1316
106,1514
107,1710
108,1531
109,1752
110,1361
111,1670
112,1516
113,2054
114,2446
115,2169
116,2404
117,2255
118,2147
119,1589
120,1292
121,1087
122,909
123,831
124,943
125,814
126,923
127,987
128,1096
129,1377
130,1479
131,1741
132,1480
133,1392
134,1713
135,1487
136,1550
137,1931
138,2482
139,2310
140,2055
141,2034
142,1769
143,1394
144,1904
145,1509
146,1440
147,1089
148,1339
149,1192
150,1196
151,1713
152,1522
153,2456
154,2556
155,2266
156,2286
157,2318
158,2427
159,2385
160,2069
161,2846
162,3632
163,3516
164,3587
165,3240
166,2640
167,2233
168,1564
169,1639
170,1689
171,1360
172,1445
173,1111
174,1250
175,1755
176,1701
177,1997
178,2568
179,2359
180,2668
181,2571
182,2600
183,2388
184,2574
185,3238
186,3946
187,3416
188,3578
189,3361
190,2928
191,2362
192,1056
193,1012
194,978
195,1014
196,962
197,897
198,862
199,1117
200,1215
201,1482
202,1221
203,1362
204,1478
205,1707
206,1417
207,1532
208,1559
209,2049
210,2513
211,2480
212,2062
213,1770
214,1732
215,1316
216,1106
217,990
218,1079
219,746
220,800
221,886
222,914
223,1147
224,1365
225,1395
226,1298
227,1500
228,1395
229,1611
230,1353
231,1444
232,1611
233,1837
234,2532
235,2205
236,2139
237,2168
238,1914
239,1579
240,1150
241,1124
242,966
243,904
244,805
245,940
246,960
247,962
248,1245
249,1355
250,1617
251,1530
252,1807
253,1516
254,1398
255,1274
256,1578
257,1931
258,2497
259,2255
260,2059
261,2034
262,2162
263,1398
264,1105
265,1112
266,934
267,913
268,787
269,956
270,811
271,1202
272,1239
273,1554
274,1447
275,1756
276,1664
277,1475
278,1487
279,1624
280,1713
281,1943
282,2537
283,2251
284,2023
285,2016
286,1730
287,1429
288,1204
289,1021
290,1033
291,812
292,957
293,803
294,850
295,1173
296,1071
297,1573
298,1541
299,1351
300,1533
301,1483
302,1324
303,1619
304,1560
305,2066
306,2522
307,2265
308,2413
309,2339
310,1900
311,1479
312,1991
313,1553
314,1421
315,1534
316,1474
317,1211
318,1178
319,1863
320,1901
321,2099
322,2622
323,2366
324,2657
325,2668
326,2065
327,2503
328,2211
329,2904
330,3768
331,3533
332,3216
333,2959
334,2813
335,2098
