Datetime,Load
2022-04-07 10:40:37,1477
2022-04-07 11:40:37,1436
2022-04-07 12:40:37,1365
2022-04-07 13:40:37,951
2022-04-07 14:40:37,1229
2022-04-07 15:40:37,1004
2022-04-07 16:40:37,1089
2022-04-07 17:40:37,1385
2022-04-07 18:40:37,1718
2022-04-07 19:40:37,1601
2022-04-07 20:40:37,1522
2022-04-07 21:40:37,2224
2022-04-07 22:40:37,2363
2022-04-07 23:40:37,2212
2022-04-08 00:40:37,2005
2022-04-08 01:40:37,2087
2022-04-08 02:40:37,2241
2022-04-08 03:40:37,2569
2022-04-08 04:40:37,3218
2022-04-08 05:40:37,2996
2022-04-08 06:40:37,2892
2022-04-08 07:40:37,2634
2022-04-08 08:40:37,2154
2022-04-08 09:40:37,1883
