Time (Hour),Load (W)
2022-01-24 21:52:18,1261
2022-01-24 22:52:18,1254
2022-01-24 23:52:18,1052
2022-01-25 00:52:18,984
2022-01-25 01:52:18,995
2022-01-25 02:52:18,1034
2022-01-25 03:52:18,939
2022-01-25 04:52:18,1179
2022-01-25 05:52:18,1385
2022-01-25 06:52:18,1317
2022-01-25 07:52:18,2001
2022-01-25 08:52:18,1893
2022-01-25 09:52:18,1925
2022-01-25 10:52:18,1798
2022-01-25 11:52:18,1595
2022-01-25 12:52:18,1624
2022-01-25 13:52:18,1845
2022-01-25 14:52:18,2289
2022-01-25 15:52:18,2925
2022-01-25 16:52:18,2633
2022-01-25 17:52:18,2805
2022-01-25 18:52:18,2537
2022-01-25 19:52:18,1930
2022-01-25 20:52:18,2022
2022-01-25 21:52:18,919
2022-01-25 22:52:18,835
2022-01-25 23:52:18,676
2022-01-26 00:52:18,571
2022-01-26 01:52:18,555
2022-01-26 02:52:18,690
2022-01-26 03:52:18,739
2022-01-26 04:52:18,755
2022-01-26 05:52:18,832
2022-01-26 06:52:18,1168
2022-01-26 07:52:18,1054
2022-01-26 08:52:18,1347
2022-01-26 09:52:18,1282
2022-01-26 10:52:18,1347
2022-01-26 11:52:18,1168
2022-01-26 12:52:18,1097
2022-01-26 13:52:18,1053
2022-01-26 14:52:18,1516
2022-01-26 15:52:18,2026
2022-01-26 16:52:18,1752
2022-01-26 17:52:18,1831
2022-01-26 18:52:18,1397
2022-01-26 19:52:18,1486
2022-01-26 20:52:18,1216
2022-01-26 21:52:18,1034
2022-01-26 22:52:18,728
2022-01-26 23:52:18,784
2022-01-27 00:52:18,817
2022-01-27 01:52:18,656
2022-01-27 02:52:18,606
2022-01-27 03:52:18,657
2022-01-27 04:52:18,785
2022-01-27 05:52:18,924
2022-01-27 06:52:18,999
2022-01-27 07:52:18,1404
2022-01-27 08:52:18,1057
2022-01-27 09:52:18,1322
2022-01-27 10:52:18,1421
2022-01-27 11:52:18,1312
2022-01-27 12:52:18,1317
2022-01-27 13:52:18,1226
2022-01-27 14:52:18,1504
2022-01-27 15:52:18,1965
2022-01-27 16:52:18,1752
2022-01-27 17:52:18,1705
2022-01-27 18:52:18,1800
2022-01-27 19:52:18,1336
2022-01-27 20:52:18,1148
2022-01-27 21:52:18,792
2022-01-27 22:52:18,780
2022-01-27 23:52:18,745
2022-01-28 00:52:18,674
