Time (Hour),Load (W)
0,1753
1,1279
2,1236
3,1250
4,1133
5,1118
6,1148
7,1279
8,1807
9,2144
10,1865
11,2046
12,2107
13,1821
14,2210
15,1858
16,2135
17,2628
18,3362
19,2959
20,2638
21,2699
22,2739
23,2298
24,1075
25,1094
26,939
27,871
28,934
29,708
30,976
31,1154
32,1490
33,1217
34,1315
35,1806
36,1561
37,1567
38,1564
39,1720
40,1789
41,1909
42,2617
43,2627
44,2273
45,2383
46,2043
47,1745
48,1207
49,1174
50,1079
51,1065
52,925
53,764
54,847
55,1311
56,1090
57,1295
58,1703
59,1755
60,1953
61,1728
62,1436
63,1775
64,1384
65,1959
66,2602
67,2463
68,2534
69,2368
70,2110
71,1738
72,1288
73,1184
74,875
75,916
76,912
77,805
78,844
79,1036
80,1215
81,1596
82,1468
83,1708
84,1625
85,1838
86,1396
87,1417
88,1692
89,1979
90,2628
91,2453
92,2071
93,2054
94,2239
95,1322
96,1310
97,1207
98,969
99,872
100,833
101,829
102,994
103,980
104,1199
105,1354
106,1383
107,1788
108,1497
109,1471
110,1396
111,1631
112,1640
113,2098
114,2606
115,2618
116,2120
117,1890
118,1825
119,1410
120,1247
121,1032
122,921
123,1063
124,917
125,714
126,964
127,1006
128,1311
129,1654
130,1248
131,1835
132,1939
133,1832
134,1739
135,1767
136,1652
137,2129
138,2581
139,2587
140,2559
141,2131
142,2020
143,1934
144,1673
145,1696
146,1377
147,1395
148,1183
149,1296
150,1168
151,1512
152,2198
153,1897
154,2626
155,2372
156,2385
157,2144
158,2712
159,2639
160,2607
161,3090
162,3890
163,3513
164,3861
165,2870
166,3166
167,2753
168,1836
169,1554
170,1136
171,1113
172,984
173,1042
174,1184
175,1612
176,1789
177,1561
178,1746
179,2393
180,1936
181,2155
182,2343
183,2091
184,1931
185,2830
186,3484
187,3120
188,2837
189,2740
190,2467
191,2421
192,1236
193,1166
194,879
195,829
196,1017
197,882
198,981
199,1118
200,1423
201,1222
202,1436
203,1649
204,1627
205,1621
206,1711
207,1358
208,1826
209,1847
210,2586
211,2306
212,2244
213,2068
214,2091
215,1562
216,1168
217,1087
218,1133
219,865
220,771
221,707
222,817
223,1275
224,1428
225,1234
226,1450
227,1854
228,1914
229,1479
230,1712
231,1401
232,1609
233,2181
234,2551
235,2601
236,2583
237,1854
238,1966
239,1759
240,1093
241,998
242,938
243,782
244,836
245,788
246,879
247,1171
248,1212
249,1177
250,1807
251,1528
252,1482
253,1537
254,1632
255,1647
256,1601
257,2042
258,2607
259,2267
260,2246
261,1848
262,2059
263,1896
264,1298
265,1011
266,1100
267,985
268,814
269,722
270,895
271,1241
272,1253
273,1249
274,1569
275,1728
276,1676
277,1814
278,1688
279,1570
280,1642
281,2206
282,2577
283,2480
284,2492
285,2284
286,2139
287,1893
288,1049
289,969
290,839
291,874
292,1037
293,776
294,859
295,1222
296,1434
297,1647
298,1359
299,1631
300,1490
301,1805
302,1713
303,1714
304,1511
305,1940
306,2592
307,2335
308,2299
309,2325
310,2075
311,1873
312,1799
313,1432
314,1512
315,1249
316,1275
317,1164
318,1260
319,1799
320,1930
321,2215
322,2356
323,2395
324,2327
325,2330
326,2160
327,2274
328,2458
329,2670
330,3601
331,3566
332,3248
333,2563
334,2973
335,2038
