Time (Hour),Load (W)
0,1794
1,1448
2,1427
3,1168
4,1175
5,1100
6,1150
7,1320
8,1854
9,1754
10,1883
11,2356
12,2320
13,2156
14,2321
15,1730
16,1939
17,2704
18,3336
19,2989
20,3106
21,2397
22,2817
23,2124
24,864
25,914
26,779
27,696
28,626
29,712
30,829
31,986
32,1219
33,1143
34,1301
35,1409
36,1315
37,1377
38,1308
39,1235
40,1441
41,1839
42,2221
43,2045
44,1772
45,1853
46,1776
47,1458
48,928
49,788
50,871
51,785
52,692
53,607
54,818
55,923
56,1252
57,1399
58,1204
59,1368
60,1628
61,1253
62,1448
63,1432
64,1271
65,1764
66,2217
67,1912
68,1891
69,1825
70,1444
71,1333
72,1071
73,1005
74,837
75,837
76,768
77,790
78,719
79,1086
80,1008
81,1391
82,1449
83,1155
84,1607
85,1252
86,1203
87,1444
88,1227
89,1672
90,2194
91,2195
92,2122
93,1922
94,1650
95,1288
96,1175
97,895
98,730
99,801
100,850
101,736
102,710
103,978
104,972
105,1181
106,1212
107,1434
108,1311
109,1547
110,1527
111,1381
112,1490
113,1594
114,2174
115,2200
116,2055
117,1600
118,1636
119,1373
120,1026
121,849
122,801
123,696
124,693
125,596
126,817
127,850
128,1259
129,1399
130,1100
131,1145
132,1270
133,1428
134,1223
135,1185
136,1244
137,1600
138,2218
139,1985
140,2082
141,1701
142,1460
143,1577
144,1166
145,1170
146,1010
147,805
148,1045
149,908
150,826
151,1212
152,1331
153,1170
154,1910
155,1843
156,1665
157,1613
158,1858
159,1734
160,1598
161,2102
162,2797
163,2640
164,2166
165,1952
166,1822
167,1480
168,1615
169,1251
170,1370
171,1180
172,1065
173,1277
174,1213
175,1341
176,1916
177,1635
178,2279
179,2140
180,2431
181,2118
182,1871
183,1721
184,1922
185,2825
186,3416
187,3446
188,2786
189,2800
190,2579
191,2051
192,1169
193,793
194,928
195,861
196,812
197,823
198,685
199,883
200,1137
201,1442
202,1559
203,1363
204,1252
205,1389
206,1518
207,1397
208,1299
209,1571
210,2197
211,2188
212,1908
213,1774
214,1647
215,1195
216,1172
217,886
218,720
219,817
220,866
221,751
222,653
223,1002
224,1271
225,1374
226,1230
227,1500
228,1249
229,1476
230,1340
231,1427
232,1483
233,1630
234,2174
235,1999
236,1749
237,1671
238,1800
239,1462
240,1083
241,964
242,736
243,663
244,709
245,613
246,821
247,945
248,1269
249,1072
250,1329
251,1338
252,1581
253,1460
254,1265
255,1308
256,1394
257,1596
258,2141
259,2142
260,1839
261,1654
262,1842
263,1465
264,1071
265,951
266,907
267,759
268,831
269,629
270,787
271,1091
272,1250
273,1410
274,1455
275,1575
276,1283
277,1424
278,1371
279,1262
280,1324
281,1582
282,2250
283,2071
284,1932
285,1853
286,1526
287,1463
288,1080
289,820
290,786
291,686
292,790
293,723
294,726
295,928
296,981
297,1313
298,1093
299,1193
300,1326
301,1198
302,1323
303,1485
304,1403
305,1784
306,2186
307,2212
308,1900
309,1915
310,1719
311,1358
312,1462
313,1150
314,957
315,1185
316,819
317,995
318,1095
319,1156
320,1680
321,1777
322,1634
323,1603
324,1630
325,2031
326,1636
327,1968
328,1772
329,2193
330,2841
331,2589
332,2281
333,2329
334,2124
335,1814
