Time (Hour),Load (W)
2022-01-24 21:52:21,1038
2022-01-24 22:52:21,892
2022-01-24 23:52:21,765
2022-01-25 00:52:21,753
2022-01-25 01:52:21,892
2022-01-25 02:52:21,740
2022-01-25 03:52:21,848
2022-01-25 04:52:21,998
2022-01-25 05:52:21,1331
2022-01-25 06:52:21,1186
2022-01-25 07:52:21,1353
2022-01-25 08:52:21,1437
2022-01-25 09:52:21,1410
2022-01-25 10:52:21,1649
2022-01-25 11:52:21,1647
2022-01-25 12:52:21,1342
2022-01-25 13:52:21,1379
2022-01-25 14:52:21,1713
2022-01-25 15:52:21,2376
2022-01-25 16:52:21,2226
2022-01-25 17:52:21,2121
2022-01-25 18:52:21,1767
2022-01-25 19:52:21,2019
2022-01-25 20:52:21,1367
2022-01-25 21:52:21,867
2022-01-25 22:52:21,652
2022-01-25 23:52:21,757
2022-01-26 00:52:21,676
2022-01-26 01:52:21,685
2022-01-26 02:52:21,588
2022-01-26 03:52:21,582
2022-01-26 04:52:21,865
2022-01-26 05:52:21,961
2022-01-26 06:52:21,822
2022-01-26 07:52:21,1042
2022-01-26 08:52:21,1215
2022-01-26 09:52:21,1071
2022-01-26 10:52:21,1279
2022-01-26 11:52:21,1081
2022-01-26 12:52:21,983
2022-01-26 13:52:21,1126
2022-01-26 14:52:21,1378
2022-01-26 15:52:21,1761
2022-01-26 16:52:21,1568
2022-01-26 17:52:21,1673
2022-01-26 18:52:21,1507
2022-01-26 19:52:21,1277
2022-01-26 20:52:21,1255
2022-01-26 21:52:21,826
2022-01-26 22:52:21,735
2022-01-26 23:52:21,720
2022-01-27 00:52:21,544
2022-01-27 01:52:21,587
2022-01-27 02:52:21,546
2022-01-27 03:52:21,527
2022-01-27 04:52:21,692
2022-01-27 05:52:21,937
2022-01-27 06:52:21,762
2022-01-27 07:52:21,958
2022-01-27 08:52:21,991
2022-01-27 09:52:21,1094
2022-01-27 10:52:21,1275
2022-01-27 11:52:21,1036
2022-01-27 12:52:21,1040
2022-01-27 13:52:21,1086
2022-01-27 14:52:21,1421
2022-01-27 15:52:21,1742
2022-01-27 16:52:21,1565
2022-01-27 17:52:21,1662
2022-01-27 18:52:21,1339
2022-01-27 19:52:21,1465
2022-01-27 20:52:21,982
2022-01-27 21:52:21,935
2022-01-27 22:52:21,668
2022-01-27 23:52:21,677
2022-01-28 00:52:21,572
2022-01-28 01:52:21,653
2022-01-28 02:52:21,526
2022-01-28 03:52:21,676
2022-01-28 04:52:21,667
2022-01-28 05:52:21,847
2022-01-28 06:52:21,1136
2022-01-28 07:52:21,1061
2022-01-28 08:52:21,993
2022-01-28 09:52:21,1305
2022-01-28 10:52:21,1082
2022-01-28 11:52:21,1185
2022-01-28 12:52:21,1075
2022-01-28 13:52:21,1175
2022-01-28 14:52:21,1419
2022-01-28 15:52:21,1831
2022-01-28 16:52:21,1813
2022-01-28 17:52:21,1484
2022-01-28 18:52:21,1648
2022-01-28 19:52:21,1222
2022-01-28 20:52:21,1052
2022-01-28 21:52:21,962
2022-01-28 22:52:21,769
2022-01-28 23:52:21,609
2022-01-29 00:52:21,737
2022-01-29 01:52:21,654
2022-01-29 02:52:21,588
2022-01-29 03:52:21,552
2022-01-29 04:52:21,672
2022-01-29 05:52:21,776
2022-01-29 06:52:21,1114
2022-01-29 07:52:21,920
2022-01-29 08:52:21,1104
2022-01-29 09:52:21,1078
2022-01-29 10:52:21,1167
2022-01-29 11:52:21,1189
2022-01-29 12:52:21,922
2022-01-29 13:52:21,937
2022-01-29 14:52:21,1488
2022-01-29 15:52:21,1821
2022-01-29 16:52:21,1768
2022-01-29 17:52:21,1452
2022-01-29 18:52:21,1506
2022-01-29 19:52:21,1521
2022-01-29 20:52:21,1196
2022-01-29 21:52:21,771
2022-01-29 22:52:21,722
2022-01-29 23:52:21,587
2022-01-30 00:52:21,547
2022-01-30 01:52:21,683
2022-01-30 02:52:21,671
2022-01-30 03:52:21,681
2022-01-30 04:52:21,807
2022-01-30 05:52:21,773
2022-01-30 06:52:21,1049
2022-01-30 07:52:21,914
2022-01-30 08:52:21,968
2022-01-30 09:52:21,1161
2022-01-30 10:52:21,1021
2022-01-30 11:52:21,1138
2022-01-30 12:52:21,1141
2022-01-30 13:52:21,985
2022-01-30 14:52:21,1252
2022-01-30 15:52:21,1783
2022-01-30 16:52:21,1676
2022-01-30 17:52:21,1777
2022-01-30 18:52:21,1401
2022-01-30 19:52:21,1455
2022-01-30 20:52:21,1207
2022-01-30 21:52:21,1427
2022-01-30 22:52:21,1025
2022-01-30 23:52:21,993
2022-01-31 00:52:21,846
2022-01-31 01:52:21,798
2022-01-31 02:52:21,891
2022-01-31 03:52:21,918
2022-01-31 04:52:21,1153
2022-01-31 05:52:21,1272
2022-01-31 06:52:21,1230
2022-01-31 07:52:21,1746
2022-01-31 08:52:21,1539
2022-01-31 09:52:21,1893
2022-01-31 10:52:21,1839
2022-01-31 11:52:21,1924
2022-01-31 12:52:21,1856
2022-01-31 13:52:21,1909
2022-01-31 14:52:21,2174
2022-01-31 15:52:21,2875
2022-01-31 16:52:21,2635
2022-01-31 17:52:21,2423
2022-01-31 18:52:21,2414
2022-01-31 19:52:21,2344
2022-01-31 20:52:21,1964
2022-01-31 21:52:21,1008
2022-01-31 22:52:21,878
2022-01-31 23:52:21,744
2022-02-01 00:52:21,746
2022-02-01 01:52:21,859
2022-02-01 02:52:21,776
2022-02-01 03:52:21,654
2022-02-01 04:52:21,1042
2022-02-01 05:52:21,1019
2022-02-01 06:52:21,966
2022-02-01 07:52:21,1507
2022-02-01 08:52:21,1311
2022-02-01 09:52:21,1222
2022-02-01 10:52:21,1334
2022-02-01 11:52:21,1345
2022-02-01 12:52:21,1251
2022-02-01 13:52:21,1216
2022-02-01 14:52:21,1562
2022-02-01 15:52:21,2116
2022-02-01 16:52:21,1891
2022-02-01 17:52:21,2105
2022-02-01 18:52:21,1549
2022-02-01 19:52:21,1785
2022-02-01 20:52:21,1588
2022-02-01 21:52:21,741
2022-02-01 22:52:21,660
2022-02-01 23:52:21,686
2022-02-02 00:52:21,724
2022-02-02 01:52:21,697
2022-02-02 02:52:21,672
2022-02-02 03:52:21,584
2022-02-02 04:52:21,687
2022-02-02 05:52:21,983
2022-02-02 06:52:21,1043
2022-02-02 07:52:21,1091
2022-02-02 08:52:21,1219
2022-02-02 09:52:21,1163
2022-02-02 10:52:21,1238
2022-02-02 11:52:21,1177
2022-02-02 12:52:21,903
2022-02-02 13:52:21,1210
2022-02-02 14:52:21,1399
2022-02-02 15:52:21,1751
2022-02-02 16:52:21,1650
2022-02-02 17:52:21,1707
2022-02-02 18:52:21,1355
2022-02-02 19:52:21,1545
2022-02-02 20:52:21,1073
2022-02-02 21:52:21,948
2022-02-02 22:52:21,661
2022-02-02 23:52:21,612
2022-02-03 00:52:21,578
2022-02-03 01:52:21,703
2022-02-03 02:52:21,586
2022-02-03 03:52:21,656
2022-02-03 04:52:21,697
2022-02-03 05:52:21,927
2022-02-03 06:52:21,1169
2022-02-03 07:52:21,1274
2022-02-03 08:52:21,1269
2022-02-03 09:52:21,1020
2022-02-03 10:52:21,1071
2022-02-03 11:52:21,993
2022-02-03 12:52:21,939
2022-02-03 13:52:21,1241
2022-02-03 14:52:21,1404
2022-02-03 15:52:21,1828
2022-02-03 16:52:21,1801
2022-02-03 17:52:21,1644
2022-02-03 18:52:21,1388
2022-02-03 19:52:21,1176
2022-02-03 20:52:21,1218
2022-02-03 21:52:21,967
2022-02-03 22:52:21,678
2022-02-03 23:52:21,647
2022-02-04 00:52:21,619
2022-02-04 01:52:21,547
2022-02-04 02:52:21,586
2022-02-04 03:52:21,679
2022-02-04 04:52:21,786
2022-02-04 05:52:21,731
2022-02-04 06:52:21,925
2022-02-04 07:52:21,1132
2022-02-04 08:52:21,1127
2022-02-04 09:52:21,1050
2022-02-04 10:52:21,1071
2022-02-04 11:52:21,1205
2022-02-04 12:52:21,1083
2022-02-04 13:52:21,1155
2022-02-04 14:52:21,1490
2022-02-04 15:52:21,1774
2022-02-04 16:52:21,1641
2022-02-04 17:52:21,1554
2022-02-04 18:52:21,1330
2022-02-04 19:52:21,1534
2022-02-04 20:52:21,992
2022-02-04 21:52:21,929
2022-02-04 22:52:21,709
2022-02-04 23:52:21,618
2022-02-05 00:52:21,585
2022-02-05 01:52:21,701
2022-02-05 02:52:21,584
2022-02-05 03:52:21,666
2022-02-05 04:52:21,687
2022-02-05 05:52:21,1028
2022-02-05 06:52:21,853
2022-02-05 07:52:21,1261
2022-02-05 08:52:21,1234
2022-02-05 09:52:21,1141
2022-02-05 10:52:21,1069
2022-02-05 11:52:21,1042
2022-02-05 12:52:21,1100
2022-02-05 13:52:21,1215
2022-02-05 14:52:21,1316
2022-02-05 15:52:21,1830
2022-02-05 16:52:21,1787
2022-02-05 17:52:21,1425
2022-02-05 18:52:21,1286
2022-02-05 19:52:21,1206
2022-02-05 20:52:21,1316
2022-02-05 21:52:21,893
2022-02-05 22:52:21,703
2022-02-05 23:52:21,686
2022-02-06 00:52:21,562
2022-02-06 01:52:21,619
2022-02-06 02:52:21,591
2022-02-06 03:52:21,566
2022-02-06 04:52:21,835
2022-02-06 05:52:21,742
2022-02-06 06:52:21,812
2022-02-06 07:52:21,1067
2022-02-06 08:52:21,1294
2022-02-06 09:52:21,1099
2022-02-06 10:52:21,1291
2022-02-06 11:52:21,981
2022-02-06 12:52:21,1103
2022-02-06 13:52:21,1055
2022-02-06 14:52:21,1406
2022-02-06 15:52:21,1770
2022-02-06 16:52:21,1552
2022-02-06 17:52:21,1560
2022-02-06 18:52:21,1495
2022-02-06 19:52:21,1548
2022-02-06 20:52:21,1085
2022-02-06 21:52:21,1149
2022-02-06 22:52:21,890
2022-02-06 23:52:21,1007
2022-02-07 00:52:21,794
2022-02-07 01:52:21,768
2022-02-07 02:52:21,764
2022-02-07 03:52:21,808
2022-02-07 04:52:21,961
2022-02-07 05:52:21,1293
2022-02-07 06:52:21,1323
2022-02-07 07:52:21,1442
2022-02-07 08:52:21,1624
2022-02-07 09:52:21,1402
2022-02-07 10:52:21,1587
2022-02-07 11:52:21,1655
2022-02-07 12:52:21,1222
2022-02-07 13:52:21,1631
2022-02-07 14:52:21,1866
2022-02-07 15:52:21,2395
2022-02-07 16:52:21,2198
2022-02-07 17:52:21,2012
2022-02-07 18:52:21,2202
2022-02-07 19:52:21,1658
2022-02-07 20:52:21,1677
