Datetime,Load
2022-04-07 10:40:45,1255
2022-04-07 11:40:45,1018
2022-04-07 12:40:45,939
2022-04-07 13:40:45,886
2022-04-07 14:40:45,882
2022-04-07 15:40:45,718
2022-04-07 16:40:45,924
2022-04-07 17:40:45,1045
2022-04-07 18:40:45,1425
2022-04-07 19:40:45,1466
2022-04-07 20:40:45,1265
2022-04-07 21:40:45,1774
2022-04-07 22:40:45,1548
2022-04-07 23:40:45,1515
2022-04-08 00:40:45,1646
2022-04-08 01:40:45,1641
2022-04-08 02:40:45,1725
2022-04-08 03:40:45,2007
2022-04-08 04:40:45,2507
2022-04-08 05:40:45,2359
2022-04-08 06:40:45,2422
2022-04-08 07:40:45,2288
2022-04-08 08:40:45,1638
2022-04-08 09:40:45,1805
