Time (Hour),Load (W)
0,1439
1,1128
2,972
3,903
4,1086
5,855
6,1067
7,1366
8,1460
9,1262
10,1778
11,1635
12,1720
13,1643
14,1812
15,1954
16,1851
17,2392
18,2995
19,2637
20,2424
21,2283
22,2080
23,1809
24,1239
25,915
26,792
27,935
28,828
29,767
30,796
31,1050
32,1023
33,999
34,1669
35,1314
36,1336
37,1537
38,1537
39,1455
40,1406
41,1756
42,2404
43,2028
44,2310
45,2069
46,1948
47,1469
48,1102
49,1013
50,812
51,786
52,712
53,794
54,776
55,864
56,1031
57,1386
58,1269
59,1303
60,1349
61,1412
62,1476
63,1500
64,1568
65,1902
66,2367
67,2089
68,1862
69,1877
70,1687
71,1470
72,1261
73,1017
74,979
75,847
76,919
77,656
78,829
79,1110
80,1229
81,1048
82,1106
83,1607
84,1534
85,1667
86,1520
87,1199
88,1525
89,1896
90,2321
91,2371
92,1899
93,2135
94,1791
95,1381
96,1079
97,982
98,787
99,782
100,877
101,684
102,715
103,859
104,1039
105,1111
106,1530
107,1292
108,1538
109,1504
110,1566
111,1293
112,1553
113,1859
114,2394
115,2126
116,2278
117,1988
118,1634
119,1614
120,998
121,1066
122,867
123,701
124,849
125,840
126,708
127,863
128,1203
129,1233
130,1177
131,1439
132,1348
133,1429
134,1304
135,1273
136,1510
137,1885
138,2313
139,2198
140,2210
141,2024
142,1807
143,1679
144,1566
145,1181
146,1217
147,1163
148,1014
149,1212
150,1100
151,1281
152,1454
153,1518
154,1557
155,1798
156,2248
157,1934
158,1997
159,1748
160,1854
161,2506
162,3257
163,2932
164,3179
165,2541
166,2386
167,1772
168,1467
169,1451
170,1392
171,1409
172,1409
173,1205
174,1078
175,1711
176,1789
177,2227
178,2277
179,2541
180,2659
181,2259
182,2211
183,2186
184,2310
185,2748
186,3573
187,3082
188,2771
189,3068
190,2517
191,1829
192,1250
193,954
194,863
195,795
196,648
197,677
198,831
199,921
200,981
201,1181
202,1509
203,1281
204,1402
205,1419
206,1515
207,1359
208,1350
209,1951
210,2283
211,2294
212,1955
213,1887
214,1631
215,1612
216,1146
217,961
218,827
219,828
220,861
221,722
222,716
223,978
224,1229
225,1111
226,1435
227,1538
228,1352
229,1317
230,1507
231,1329
232,1303
233,1876
234,2321
235,2272
236,2247
237,2089
238,2004
239,1300
240,1070
241,895
242,966
243,836
244,844
245,785
246,744
247,1131
248,1026
249,1507
250,1244
251,1230
252,1617
253,1583
254,1436
255,1475
256,1315
257,1957
258,2392
259,2232
260,1922
261,2028
262,1818
263,1629
264,1036
265,984
266,820
267,945
268,720
269,743
270,856
271,1033
272,1246
273,996
274,1183
275,1369
276,1322
277,1549
278,1568
279,1353
280,1520
281,1749
282,2390
283,2091
284,2004
285,1686
286,1816
287,1480
288,1264
289,1073
290,888
291,880
292,928
293,759
294,887
295,1021
296,970
297,1358
298,1234
299,1446
300,1367
301,1513
302,1384
303,1527
304,1253
305,1664
306,2274
307,2033
308,2299
309,1774
310,1631
311,1644
312,1455
313,1456
314,1289
315,1218
316,1237
317,1090
318,1366
319,1576
320,1475
321,1994
322,2089
323,2133
324,2194
325,2205
326,2089
327,2183
328,1912
329,2940
330,3588
331,3483
332,3094
333,2885
334,2444
335,2505
