Datetime,Load
2022-04-07 10:40:42,1075
2022-04-07 11:40:42,1097
2022-04-07 12:40:42,1042
2022-04-07 13:40:42,729
2022-04-07 14:40:42,828
2022-04-07 15:40:42,789
2022-04-07 16:40:42,893
2022-04-07 17:40:42,1224
2022-04-07 18:40:42,1040
2022-04-07 19:40:42,1196
2022-04-07 20:40:42,1686
2022-04-07 21:40:42,1423
2022-04-07 22:40:42,1751
2022-04-07 23:40:42,1739
2022-04-08 00:40:42,1458
2022-04-08 01:40:42,1302
2022-04-08 02:40:42,1626
2022-04-08 03:40:42,2085
2022-04-08 04:40:42,2563
2022-04-08 05:40:42,2505
2022-04-08 06:40:42,2163
2022-04-08 07:40:42,1784
2022-04-08 08:40:42,1596
2022-04-08 09:40:42,1555
