Time (Hour),Load (W)
2022-01-24 21:52:20,1132
2022-01-24 22:52:20,919
2022-01-24 23:52:20,878
2022-01-25 00:52:20,823
2022-01-25 01:52:20,848
2022-01-25 02:52:20,736
2022-01-25 03:52:20,752
2022-01-25 04:52:20,960
2022-01-25 05:52:20,1041
2022-01-25 06:52:20,1458
2022-01-25 07:52:20,1206
2022-01-25 08:52:20,1180
2022-01-25 09:52:20,1597
2022-01-25 10:52:20,1405
2022-01-25 11:52:20,1397
2022-01-25 12:52:20,1278
2022-01-25 13:52:20,1353
2022-01-25 14:52:20,1582
2022-01-25 15:52:20,2228
2022-01-25 16:52:20,2015
2022-01-25 17:52:20,1992
2022-01-25 18:52:20,2069
2022-01-25 19:52:20,1590
2022-01-25 20:52:20,1306
2022-01-25 21:52:20,613
2022-01-25 22:52:20,577
2022-01-25 23:52:20,484
2022-01-26 00:52:20,437
2022-01-26 01:52:20,453
2022-01-26 02:52:20,421
2022-01-26 03:52:20,457
2022-01-26 04:52:20,540
2022-01-26 05:52:20,737
2022-01-26 06:52:20,636
2022-01-26 07:52:20,780
2022-01-26 08:52:20,1007
2022-01-26 09:52:20,838
2022-01-26 10:52:20,941
2022-01-26 11:52:20,950
2022-01-26 12:52:20,726
2022-01-26 13:52:20,858
2022-01-26 14:52:20,1056
2022-01-26 15:52:20,1411
2022-01-26 16:52:20,1337
2022-01-26 17:52:20,1221
2022-01-26 18:52:20,1265
2022-01-26 19:52:20,915
2022-01-26 20:52:20,764
2022-01-26 21:52:20,576
2022-01-26 22:52:20,558
2022-01-26 23:52:20,484
2022-01-27 00:52:20,488
2022-01-27 01:52:20,501
2022-01-27 02:52:20,465
2022-01-27 03:52:20,448
2022-01-27 04:52:20,555
2022-01-27 05:52:20,685
2022-01-27 06:52:20,613
2022-01-27 07:52:20,861
2022-01-27 08:52:20,1043
2022-01-27 09:52:20,880
2022-01-27 10:52:20,800
2022-01-27 11:52:20,875
2022-01-27 12:52:20,935
2022-01-27 13:52:20,882
2022-01-27 14:52:20,1115
2022-01-27 15:52:20,1480
2022-01-27 16:52:20,1454
2022-01-27 17:52:20,1318
2022-01-27 18:52:20,1079
2022-01-27 19:52:20,1046
2022-01-27 20:52:20,938
2022-01-27 21:52:20,737
