Datetime,Load
2022-04-07 10:48:30,1709
2022-04-07 11:48:30,1514
2022-04-07 12:48:30,1422
2022-04-07 13:48:30,1153
2022-04-07 14:48:30,1062
2022-04-07 15:48:30,1280
2022-04-07 16:48:30,1333
2022-04-07 17:48:30,1483
2022-04-07 18:48:30,1593
2022-04-07 19:48:30,1793
2022-04-07 20:48:30,2027
2022-04-07 21:48:30,2391
2022-04-07 22:48:30,2155
2022-04-07 23:48:30,2211
2022-04-08 00:48:30,2439
2022-04-08 01:48:30,2424
2022-04-08 02:48:30,2622
2022-04-08 03:48:30,2762
2022-04-08 04:48:30,3937
2022-04-08 05:48:30,3470
2022-04-08 06:48:30,3039
2022-04-08 07:48:30,3026
2022-04-08 08:48:30,2666
2022-04-08 09:48:30,2166
2022-04-08 10:48:30,1153
2022-04-08 11:48:30,1081
2022-04-08 12:48:30,1090
2022-04-08 13:48:30,952
2022-04-08 14:48:30,804
2022-04-08 15:48:30,792
2022-04-08 16:48:30,1007
2022-04-08 17:48:30,985
2022-04-08 18:48:30,1461
2022-04-08 19:48:30,1814
2022-04-08 20:48:30,1675
2022-04-08 21:48:30,1633
2022-04-08 22:48:30,1718
2022-04-08 23:48:30,1721
2022-04-09 00:48:30,1692
2022-04-09 01:48:30,1607
2022-04-09 02:48:30,1853
2022-04-09 03:48:30,1995
2022-04-09 04:48:30,2759
2022-04-09 05:48:30,2399
2022-04-09 06:48:30,2577
2022-04-09 07:48:30,2028
2022-04-09 08:48:30,1873
2022-04-09 09:48:30,1706
2022-04-09 10:48:30,1274
2022-04-09 11:48:30,1065
2022-04-09 12:48:30,1087
2022-04-09 13:48:30,841
2022-04-09 14:48:30,948
2022-04-09 15:48:30,1001
2022-04-09 16:48:30,873
2022-04-09 17:48:30,1020
2022-04-09 18:48:30,1298
2022-04-09 19:48:30,1674
2022-04-09 20:48:30,1840
2022-04-09 21:48:30,1543
2022-04-09 22:48:30,1877
2022-04-09 23:48:30,1519
2022-04-10 00:48:30,1596
2022-04-10 01:48:30,1593
2022-04-10 02:48:30,1831
2022-04-10 03:48:30,1973
2022-04-10 04:48:30,2687
2022-04-10 05:48:30,2562
2022-04-10 06:48:30,2347
2022-04-10 07:48:30,1955
2022-04-10 08:48:30,1900
2022-04-10 09:48:30,1759
2022-04-10 10:48:30,1154
2022-04-10 11:48:30,1131
2022-04-10 12:48:30,869
2022-04-10 13:48:30,1087
2022-04-10 14:48:30,920
2022-04-10 15:48:30,761
2022-04-10 16:48:30,997
2022-04-10 17:48:30,1342
2022-04-10 18:48:30,1119
2022-04-10 19:48:30,1654
2022-04-10 20:48:30,1558
2022-04-10 21:48:30,1434
2022-04-10 22:48:30,1952
2022-04-10 23:48:30,1798
2022-04-11 00:48:30,1589
2022-04-11 01:48:30,1356
2022-04-11 02:48:30,1709
2022-04-11 03:48:30,2112
2022-04-11 04:48:30,2674
2022-04-11 05:48:30,2705
2022-04-11 06:48:30,2563
2022-04-11 07:48:30,2023
2022-04-11 08:48:30,1960
2022-04-11 09:48:30,1547
2022-04-11 10:48:30,1188
2022-04-11 11:48:30,1154
2022-04-11 12:48:30,856
2022-04-11 13:48:30,1041
2022-04-11 14:48:30,886
2022-04-11 15:48:30,875
2022-04-11 16:48:30,862
2022-04-11 17:48:30,1187
2022-04-11 18:48:30,1271
2022-04-11 19:48:30,1433
2022-04-11 20:48:30,1685
2022-04-11 21:48:30,1950
2022-04-11 22:48:30,1603
2022-04-11 23:48:30,1725
2022-04-12 00:48:30,1789
2022-04-12 01:48:30,1456
2022-04-12 02:48:30,1542
2022-04-12 03:48:30,2062
2022-04-12 04:48:30,2651
2022-04-12 05:48:30,2526
2022-04-12 06:48:30,2331
2022-04-12 07:48:30,2452
2022-04-12 08:48:30,2317
2022-04-12 09:48:30,1772
2022-04-12 10:48:30,1142
2022-04-12 11:48:30,1010
2022-04-12 12:48:30,962
2022-04-12 13:48:30,1047
2022-04-12 14:48:30,986
2022-04-12 15:48:30,857
2022-04-12 16:48:30,972
2022-04-12 17:48:30,1268
2022-04-12 18:48:30,1154
2022-04-12 19:48:30,1323
2022-04-12 20:48:30,1893
2022-04-12 21:48:30,1818
2022-04-12 22:48:30,1978
2022-04-12 23:48:30,1522
2022-04-13 00:48:30,1425
2022-04-13 01:48:30,1469
2022-04-13 02:48:30,1845
2022-04-13 03:48:30,2258
2022-04-13 04:48:30,2608
2022-04-13 05:48:30,2381
2022-04-13 06:48:30,2460
2022-04-13 07:48:30,2069
2022-04-13 08:48:30,1933
2022-04-13 09:48:30,1951
2022-04-13 10:48:30,1839
2022-04-13 11:48:30,1424
2022-04-13 12:48:30,1548
2022-04-13 13:48:30,1244
2022-04-13 14:48:30,1469
2022-04-13 15:48:30,1318
2022-04-13 16:48:30,1292
2022-04-13 17:48:30,1787
2022-04-13 18:48:30,1892
2022-04-13 19:48:30,2340
2022-04-13 20:48:30,1865
2022-04-13 21:48:30,2849
2022-04-13 22:48:30,2902
2022-04-13 23:48:30,2787
2022-04-14 00:48:30,2230
2022-04-14 01:48:30,2108
2022-04-14 02:48:30,2091
2022-04-14 03:48:30,2930
2022-04-14 04:48:30,3888
2022-04-14 05:48:30,3865
2022-04-14 06:48:30,3484
2022-04-14 07:48:30,2917
2022-04-14 08:48:30,3016
2022-04-14 09:48:30,2302
