Time (Hour),Load (W)
0,834
1,771
2,843
3,813
4,560
5,691
6,698
7,807
8,918
9,1120
10,962
11,1043
12,1111
13,1250
14,1251
15,1140
16,1182
17,1459
18,2041
19,1902
20,1844
21,1789
22,1274
23,1014
24,681
25,553
26,549
27,468
28,367
29,347
30,435
31,563
32,646
33,867
34,788
35,934
36,899
37,846
38,734
39,684
40,676
41,941
42,1292
43,1262
44,1199
45,947
46,892
47,795
48,621
49,556
50,508
51,443
52,369
53,491
54,453
55,501
56,602
57,687
58,909
59,830
60,863
61,887
62,702
63,706
64,749
65,1084
66,1288
67,1299
68,1111
69,1150
70,1003
71,664
72,620
73,507
74,536
75,514
76,380
77,364
78,417
79,557
80,684
81,562
82,774
83,893
84,919
85,844
86,738
87,652
88,778
89,1032
90,1286
91,1166
92,1188
93,957
94,964
95,666
96,697
97,564
98,472
99,394
100,401
101,413
102,472
103,503
104,645
105,728
106,825
107,930
108,790
109,789
110,832
111,874
112,851
113,1051
114,1315
115,1235
116,1109
117,1139
118,1031
119,826
120,552
121,531
122,551
123,516
124,473
125,385
126,399
127,493
128,723
129,646
130,765
131,748
132,861
133,718
134,804
135,819
136,793
137,912
138,1270
139,1264
140,1077
141,1162
142,915
143,693
144,842
145,709
146,656
147,664
148,585
149,565
150,631
151,673
152,849
153,794
154,843
155,933
156,998
157,967
158,1111
159,1117
160,998
161,1262
162,1682
163,1433
164,1412
165,1398
166,1261
167,912
168,762
169,685
170,738
171,693
172,530
173,546
174,589
175,848
176,813
177,902
178,1122
179,1194
180,1079
181,1212
182,1260
183,1168
184,1226
185,1414
186,1782
187,1729
188,1638
189,1541
190,1181
191,1173
192,529
193,531
194,466
195,384
196,382
197,457
198,384
199,645
200,540
201,855
202,674
203,789
204,780
205,752
206,808
207,847
208,751
209,933
210,1296
211,1302
212,1039
213,1204
214,865
215,706
216,619
217,494
218,548
219,528
220,387
221,487
222,439
223,488
224,557
225,822
226,745
227,907
228,954
229,843
230,704
231,820
232,883
233,911
234,1300
235,1232
236,1158
237,1173
238,972
239,884
240,560
241,494
242,543
243,500
244,461
245,432
246,429
247,572
248,743
249,768
250,618
251,904
252,742
253,885
254,824
255,759
256,857
257,935
258,1289
259,1198
260,1128
261,1102
262,840
263,787
264,647
265,471
266,501
267,408
268,505
269,410
270,491
271,605
272,607
273,592
274,923
275,726
276,940
277,913
278,766
279,830
280,885
281,1061
282,1269
283,1243
284,1244
285,961
286,944
287,923
288,660
289,573
290,424
291,521
292,504
293,437
294,481
295,638
296,736
297,691
298,800
299,760
300,953
301,913
302,713
303,770
304,842
305,1034
306,1305
307,1143
308,1045
309,1193
310,1111
311,917
312,844
313,637
314,579
315,465
316,550
317,473
318,506
319,695
320,728
321,829
322,934
323,862
324,1008
325,1048
326,978
327,1063
328,922
329,1257
330,1568
331,1490
332,1433
333,1159
334,1266
335,1130
