Time (Hour),Load (W)
0,1192
1,917
2,887
3,967
4,921
5,765
6,829
7,1044
8,1183
9,1235
10,1696
11,1423
12,1688
13,1431
14,1280
15,1638
16,1408
17,1841
18,2348
19,2438
20,1951
21,2148
22,1588
23,1339
24,844
25,747
26,551
27,509
28,596
29,508
30,635
31,781
32,748
33,1107
34,1227
35,1044
36,1086
37,1157
38,1132
39,985
40,1186
41,1220
42,1730
43,1640
44,1550
45,1209
46,1422
47,1188
48,732
49,748
50,656
51,569
52,666
53,625
54,562
55,828
56,844
57,773
58,1166
59,1156
60,1158
61,1119
62,1065
63,924
64,1062
65,1371
66,1706
67,1588
68,1430
69,1433
70,1371
71,1241
72,674
73,772
74,674
75,608
76,531
77,479
78,660
79,676
80,981
81,1117
82,811
83,943
84,973
85,1052
86,998
87,859
88,1162
89,1365
90,1723
91,1499
92,1473
93,1340
94,1459
95,882
96,708
97,676
98,694
99,553
100,535
101,504
102,609
103,829
104,893
105,1024
106,1204
107,931
108,1134
109,1234
110,1120
111,925
112,1014
113,1198
114,1667
115,1470
116,1606
117,1561
118,1405
119,863
120,734
121,642
122,737
123,506
124,526
125,571
126,624
127,754
128,865
129,742
130,1004
131,1212
132,1006
133,940
134,907
135,943
136,920
137,1412
138,1671
139,1566
140,1663
141,1514
142,1104
143,1239
144,1049
145,914
146,891
147,728
148,778
149,598
150,703
151,774
152,1122
153,1300
154,1092
155,1439
156,1445
157,1295
158,1160
159,1246
160,1338
161,1642
162,2025
163,1895
164,1628
165,1480
166,1807
167,1331
168,1180
169,1142
170,1046
171,924
172,948
173,707
174,821
175,1111
176,1328
177,1424
178,1304
179,1557
180,1531
181,1686
182,1522
183,1692
184,1632
185,1967
186,2568
187,2284
188,2002
189,2129
190,1781
191,1677
192,869
193,749
194,621
195,501
196,480
197,613
198,658
199,649
200,873
201,964
202,1113
203,1075
204,1216
205,947
206,1193
207,952
208,1060
209,1355
210,1729
211,1738
212,1407
213,1275
214,1164
215,1175
216,863
217,753
218,576
219,666
220,677
221,625
222,619
223,647
224,839
225,917
226,878
227,949
228,1145
229,1125
230,1010
231,897
232,1085
233,1231
234,1711
235,1717
236,1380
237,1288
238,1476
239,917
240,818
241,722
242,735
243,495
244,508
245,503
246,517
247,822
248,846
249,769
250,1204
251,990
252,1013
253,1127
254,957
255,1128
256,980
257,1383
258,1666
259,1521
260,1683
261,1447
262,1095
263,1079
264,756
265,679
266,616
267,631
268,610
269,615
270,523
271,666
272,846
273,889
274,1010
275,1042
276,1072
277,1000
278,1099
279,1087
280,923
281,1270
282,1660
283,1521
284,1693
285,1369
286,1141
287,1035
288,898
289,716
290,612
291,678
292,597
293,579
294,557
295,702
296,915
297,893
298,964
299,1243
300,1030
301,1090
302,914
303,1105
304,947
305,1436
306,1682
307,1633
308,1430
309,1471
310,1242
311,1175
312,1147
313,1044
314,957
315,988
316,996
317,782
318,933
319,1116
320,1066
321,1275
322,1773
323,1541
324,1535
325,1524
326,1372
327,1611
328,1443
329,2096
330,2446
331,2203
332,2105
333,1849
334,2158
335,1425
