Datetime,Load
2022-04-07 10:48:38,1136
2022-04-07 11:48:38,873
2022-04-07 12:48:38,901
2022-04-07 13:48:38,841
2022-04-07 14:48:38,626
2022-04-07 15:48:38,726
2022-04-07 16:48:38,651
2022-04-07 17:48:38,1010
2022-04-07 18:48:38,1148
2022-04-07 19:48:38,1440
2022-04-07 20:48:38,1266
2022-04-07 21:48:38,1219
2022-04-07 22:48:38,1480
2022-04-07 23:48:38,1414
2022-04-08 00:48:38,1354
2022-04-08 01:48:38,1396
2022-04-08 02:48:38,1165
2022-04-08 03:48:38,1702
2022-04-08 04:48:38,2219
2022-04-08 05:48:38,2058
2022-04-08 06:48:38,2036
2022-04-08 07:48:38,1762
2022-04-08 08:48:38,1872
2022-04-08 09:48:38,1148
2022-04-08 10:48:38,843
2022-04-08 11:48:38,698
2022-04-08 12:48:38,690
2022-04-08 13:48:38,541
2022-04-08 14:48:38,542
2022-04-08 15:48:38,480
2022-04-08 16:48:38,578
2022-04-08 17:48:38,730
2022-04-08 18:48:38,906
2022-04-08 19:48:38,760
2022-04-08 20:48:38,1211
2022-04-08 21:48:38,990
2022-04-08 22:48:38,1073
2022-04-08 23:48:38,1281
2022-04-09 00:48:38,1026
2022-04-09 01:48:38,1145
2022-04-09 02:48:38,953
2022-04-09 03:48:38,1361
2022-04-09 04:48:38,1735
2022-04-09 05:48:38,1629
2022-04-09 06:48:38,1716
2022-04-09 07:48:38,1390
2022-04-09 08:48:38,1455
2022-04-09 09:48:38,998
2022-04-09 10:48:38,929
2022-04-09 11:48:38,720
2022-04-09 12:48:38,587
2022-04-09 13:48:38,717
2022-04-09 14:48:38,637
2022-04-09 15:48:38,531
2022-04-09 16:48:38,628
2022-04-09 17:48:38,808
2022-04-09 18:48:38,744
2022-04-09 19:48:38,932
2022-04-09 20:48:38,944
2022-04-09 21:48:38,1073
2022-04-09 22:48:38,1109
2022-04-09 23:48:38,987
2022-04-10 00:48:38,1050
2022-04-10 01:48:38,1192
2022-04-10 02:48:38,1162
2022-04-10 03:48:38,1330
2022-04-10 04:48:38,1811
2022-04-10 05:48:38,1591
2022-04-10 06:48:38,1760
2022-04-10 07:48:38,1439
2022-04-10 08:48:38,1502
2022-04-10 09:48:38,1172
2022-04-10 10:48:38,706
2022-04-10 11:48:38,721
2022-04-10 12:48:38,753
2022-04-10 13:48:38,533
2022-04-10 14:48:38,620
2022-04-10 15:48:38,516
2022-04-10 16:48:38,644
2022-04-10 17:48:38,738
2022-04-10 18:48:38,849
2022-04-10 19:48:38,773
2022-04-10 20:48:38,1282
2022-04-10 21:48:38,929
2022-04-10 22:48:38,1233
2022-04-10 23:48:38,1115
2022-04-11 00:48:38,1207
2022-04-11 01:48:38,952
2022-04-11 02:48:38,1094
2022-04-11 03:48:38,1383
2022-04-11 04:48:38,1719
2022-04-11 05:48:38,1794
2022-04-11 06:48:38,1664
2022-04-11 07:48:38,1518
2022-04-11 08:48:38,1283
2022-04-11 09:48:38,967
2022-04-11 10:48:38,816
2022-04-11 11:48:38,654
2022-04-11 12:48:38,702
2022-04-11 13:48:38,525
2022-04-11 14:48:38,537
2022-04-11 15:48:38,533
2022-04-11 16:48:38,523
2022-04-11 17:48:38,688
2022-04-11 18:48:38,871
2022-04-11 19:48:38,1006
2022-04-11 20:48:38,1200
2022-04-11 21:48:38,1041
2022-04-11 22:48:38,1124
2022-04-11 23:48:38,1063
2022-04-12 00:48:38,1218
2022-04-12 01:48:38,1013
2022-04-12 02:48:38,1119
2022-04-12 03:48:38,1465
2022-04-12 04:48:38,1784
2022-04-12 05:48:38,1766
2022-04-12 06:48:38,1396
2022-04-12 07:48:38,1609
2022-04-12 08:48:38,1239
2022-04-12 09:48:38,1096
2022-04-12 10:48:38,837
2022-04-12 11:48:38,683
2022-04-12 12:48:38,737
2022-04-12 13:48:38,606
2022-04-12 14:48:38,499
2022-04-12 15:48:38,676
2022-04-12 16:48:38,623
2022-04-12 17:48:38,682
2022-04-12 18:48:38,854
2022-04-12 19:48:38,813
2022-04-12 20:48:38,1177
2022-04-12 21:48:38,988
2022-04-12 22:48:38,1263
2022-04-12 23:48:38,966
2022-04-13 00:48:38,1002
2022-04-13 01:48:38,956
2022-04-13 02:48:38,1065
2022-04-13 03:48:38,1420
2022-04-13 04:48:38,1816
2022-04-13 05:48:38,1768
2022-04-13 06:48:38,1626
2022-04-13 07:48:38,1649
2022-04-13 08:48:38,1161
2022-04-13 09:48:38,896
2022-04-13 10:48:38,1156
2022-04-13 11:48:38,1021
2022-04-13 12:48:38,1058
2022-04-13 13:48:38,906
2022-04-13 14:48:38,719
2022-04-13 15:48:38,885
2022-04-13 16:48:38,900
2022-04-13 17:48:38,1186
2022-04-13 18:48:38,1033
2022-04-13 19:48:38,1601
2022-04-13 20:48:38,1196
2022-04-13 21:48:38,1420
2022-04-13 22:48:38,1382
2022-04-13 23:48:38,1378
2022-04-14 00:48:38,1458
2022-04-14 01:48:38,1609
2022-04-14 02:48:38,1664
2022-04-14 03:48:38,1878
2022-04-14 04:48:38,2414
2022-04-14 05:48:38,2202
2022-04-14 06:48:38,2445
2022-04-14 07:48:38,2093
2022-04-14 08:48:38,1694
2022-04-14 09:48:38,1323
