Time (Hour),Load (W)
2022-01-24 21:52:20,1406
2022-01-24 22:52:20,1283
2022-01-24 23:52:20,1282
2022-01-25 00:52:20,961
2022-01-25 01:52:20,1041
2022-01-25 02:52:20,835
2022-01-25 03:52:20,984
2022-01-25 04:52:20,1540
2022-01-25 05:52:20,1787
2022-01-25 06:52:20,1559
2022-01-25 07:52:20,2108
2022-01-25 08:52:20,1825
2022-01-25 09:52:20,1962
2022-01-25 10:52:20,1751
2022-01-25 11:52:20,1706
2022-01-25 12:52:20,1963
2022-01-25 13:52:20,2119
2022-01-25 14:52:20,2605
2022-01-25 15:52:20,3109
2022-01-25 16:52:20,3068
2022-01-25 17:52:20,2434
2022-01-25 18:52:20,2384
2022-01-25 19:52:20,2137
2022-01-25 20:52:20,2240
2022-01-25 21:52:20,1029
2022-01-25 22:52:20,961
2022-01-25 23:52:20,1020
2022-01-26 00:52:20,735
2022-01-26 01:52:20,794
2022-01-26 02:52:20,829
2022-01-26 03:52:20,775
2022-01-26 04:52:20,913
2022-01-26 05:52:20,1377
2022-01-26 06:52:20,1022
2022-01-26 07:52:20,1653
2022-01-26 08:52:20,1383
2022-01-26 09:52:20,1693
2022-01-26 10:52:20,1329
2022-01-26 11:52:20,1330
2022-01-26 12:52:20,1438
2022-01-26 13:52:20,1313
2022-01-26 14:52:20,1783
2022-01-26 15:52:20,2413
2022-01-26 16:52:20,2235
2022-01-26 17:52:20,2281
2022-01-26 18:52:20,2119
2022-01-26 19:52:20,1973
2022-01-26 20:52:20,1246
2022-01-26 21:52:20,1104
2022-01-26 22:52:20,965
2022-01-26 23:52:20,840
2022-01-27 00:52:20,784
2022-01-27 01:52:20,682
2022-01-27 02:52:20,755
2022-01-27 03:52:20,820
2022-01-27 04:52:20,1105
2022-01-27 05:52:20,1339
2022-01-27 06:52:20,1260
2022-01-27 07:52:20,1187
2022-01-27 08:52:20,1608
2022-01-27 09:52:20,1337
2022-01-27 10:52:20,1389
2022-01-27 11:52:20,1305
2022-01-27 12:52:20,1571
2022-01-27 13:52:20,1663
2022-01-27 14:52:20,1824
2022-01-27 15:52:20,2430
2022-01-27 16:52:20,2081
2022-01-27 17:52:20,2340
2022-01-27 18:52:20,1962
2022-01-27 19:52:20,1803
2022-01-27 20:52:20,1716
2022-01-27 21:52:20,984
2022-01-27 22:52:20,1030
2022-01-27 23:52:20,792
2022-01-28 00:52:20,770
2022-01-28 01:52:20,786
2022-01-28 02:52:20,707
2022-01-28 03:52:20,836
2022-01-28 04:52:20,1084
2022-01-28 05:52:20,1017
2022-01-28 06:52:20,1393
2022-01-28 07:52:20,1230
2022-01-28 08:52:20,1530
2022-01-28 09:52:20,1334
2022-01-28 10:52:20,1589
2022-01-28 11:52:20,1483
2022-01-28 12:52:20,1338
2022-01-28 13:52:20,1305
2022-01-28 14:52:20,1979
2022-01-28 15:52:20,2464
2022-01-28 16:52:20,2437
2022-01-28 17:52:20,2316
2022-01-28 18:52:20,1836
2022-01-28 19:52:20,1933
2022-01-28 20:52:20,1619
2022-01-28 21:52:20,1095
2022-01-28 22:52:20,876
2022-01-28 23:52:20,968
2022-01-29 00:52:20,949
2022-01-29 01:52:20,909
2022-01-29 02:52:20,755
2022-01-29 03:52:20,912
2022-01-29 04:52:20,902
2022-01-29 05:52:20,1176
