Time (Hour),Load (W)
2022-01-24 21:52:18,818
2022-01-24 22:52:18,712
2022-01-24 23:52:18,666
2022-01-25 00:52:18,636
2022-01-25 01:52:18,639
2022-01-25 02:52:18,586
2022-01-25 03:52:18,607
2022-01-25 04:52:18,770
2022-01-25 05:52:18,898
2022-01-25 06:52:18,879
2022-01-25 07:52:18,993
2022-01-25 08:52:18,1287
2022-01-25 09:52:18,1281
2022-01-25 10:52:18,1108
2022-01-25 11:52:18,993
2022-01-25 12:52:18,1206
2022-01-25 13:52:18,1087
2022-01-25 14:52:18,1449
2022-01-25 15:52:18,1826
2022-01-25 16:52:18,1840
2022-01-25 17:52:18,1678
2022-01-25 18:52:18,1399
2022-01-25 19:52:18,1324
2022-01-25 20:52:18,1322
2022-01-25 21:52:18,608
2022-01-25 22:52:18,481
2022-01-25 23:52:18,450
2022-01-26 00:52:18,503
2022-01-26 01:52:18,346
2022-01-26 02:52:18,369
2022-01-26 03:52:18,465
2022-01-26 04:52:18,548
2022-01-26 05:52:18,663
2022-01-26 06:52:18,734
2022-01-26 07:52:18,714
2022-01-26 08:52:18,850
2022-01-26 09:52:18,730
2022-01-26 10:52:18,879
2022-01-26 11:52:18,793
2022-01-26 12:52:18,775
2022-01-26 13:52:18,780
2022-01-26 14:52:18,1010
2022-01-26 15:52:18,1248
2022-01-26 16:52:18,1170
2022-01-26 17:52:18,1129
2022-01-26 18:52:18,902
2022-01-26 19:52:18,914
2022-01-26 20:52:18,908
2022-01-26 21:52:18,648
2022-01-26 22:52:18,563
2022-01-26 23:52:18,497
2022-01-27 00:52:18,368
2022-01-27 01:52:18,497
2022-01-27 02:52:18,360
2022-01-27 03:52:18,463
2022-01-27 04:52:18,500
2022-01-27 05:52:18,548
2022-01-27 06:52:18,740
2022-01-27 07:52:18,633
2022-01-27 08:52:18,807
2022-01-27 09:52:18,709
2022-01-27 10:52:18,797
2022-01-27 11:52:18,667
2022-01-27 12:52:18,662
2022-01-27 13:52:18,711
2022-01-27 14:52:18,1052
2022-01-27 15:52:18,1240
2022-01-27 16:52:18,1128
2022-01-27 17:52:18,1245
2022-01-27 18:52:18,1162
2022-01-27 19:52:18,910
2022-01-27 20:52:18,890
2022-01-27 21:52:18,596
2022-01-27 22:52:18,508
2022-01-27 23:52:18,415
2022-01-28 00:52:18,447
2022-01-28 01:52:18,357
2022-01-28 02:52:18,472
2022-01-28 03:52:18,437
2022-01-28 04:52:18,561
2022-01-28 05:52:18,709
2022-01-28 06:52:18,731
2022-01-28 07:52:18,902
2022-01-28 08:52:18,862
2022-01-28 09:52:18,914
2022-01-28 10:52:18,738
2022-01-28 11:52:18,723
2022-01-28 12:52:18,717
2022-01-28 13:52:18,692
2022-01-28 14:52:18,1022
2022-01-28 15:52:18,1242
2022-01-28 16:52:18,1095
2022-01-28 17:52:18,1185
2022-01-28 18:52:18,1039
2022-01-28 19:52:18,963
2022-01-28 20:52:18,677
2022-01-28 21:52:18,523
2022-01-28 22:52:18,461
2022-01-28 23:52:18,418
2022-01-29 00:52:18,418
2022-01-29 01:52:18,397
2022-01-29 02:52:18,359
2022-01-29 03:52:18,432
2022-01-29 04:52:18,569
2022-01-29 05:52:18,631
2022-01-29 06:52:18,566
2022-01-29 07:52:18,624
2022-01-29 08:52:18,782
2022-01-29 09:52:18,765
2022-01-29 10:52:18,820
2022-01-29 11:52:18,714
2022-01-29 12:52:18,636
2022-01-29 13:52:18,845
2022-01-29 14:52:18,922
2022-01-29 15:52:18,1267
2022-01-29 16:52:18,1131
2022-01-29 17:52:18,1026
2022-01-29 18:52:18,926
2022-01-29 19:52:18,886
2022-01-29 20:52:18,811
2022-01-29 21:52:18,635
2022-01-29 22:52:18,576
2022-01-29 23:52:18,503
2022-01-30 00:52:18,500
2022-01-30 01:52:18,459
