Datetime,Load
2022-04-07 10:48:38,1411
2022-04-07 11:48:38,1206
2022-04-07 12:48:38,997
2022-04-07 13:48:38,1039
2022-04-07 14:48:38,826
2022-04-07 15:48:38,1006
2022-04-07 16:48:38,1138
2022-04-07 17:48:38,1311
2022-04-07 18:48:38,1353
2022-04-07 19:48:38,1994
2022-04-07 20:48:38,1797
2022-04-07 21:48:38,1758
2022-04-07 22:48:38,2074
2022-04-07 23:48:38,1782
2022-04-08 00:48:38,1761
2022-04-08 01:48:38,1749
2022-04-08 02:48:38,1643
2022-04-08 03:48:38,2478
2022-04-08 04:48:38,2909
2022-04-08 05:48:38,2666
2022-04-08 06:48:38,2734
2022-04-08 07:48:38,2663
2022-04-08 08:48:38,2375
2022-04-08 09:48:38,2000
2022-04-08 10:48:38,1118
2022-04-08 11:48:38,840
2022-04-08 12:48:38,969
2022-04-08 13:48:38,844
2022-04-08 14:48:38,835
2022-04-08 15:48:38,683
2022-04-08 16:48:38,743
2022-04-08 17:48:38,966
2022-04-08 18:48:38,922
2022-04-08 19:48:38,1022
2022-04-08 20:48:38,1578
2022-04-08 21:48:38,1541
2022-04-08 22:48:38,1589
2022-04-08 23:48:38,1472
2022-04-09 00:48:38,1271
2022-04-09 01:48:38,1393
2022-04-09 02:48:38,1539
2022-04-09 03:48:38,1679
2022-04-09 04:48:38,2328
2022-04-09 05:48:38,2219
2022-04-09 06:48:38,1988
2022-04-09 07:48:38,1723
2022-04-09 08:48:38,1477
2022-04-09 09:48:38,1651
2022-04-09 10:48:38,1061
2022-04-09 11:48:38,955
2022-04-09 12:48:38,801
2022-04-09 13:48:38,745
2022-04-09 14:48:38,711
2022-04-09 15:48:38,754
2022-04-09 16:48:38,730
2022-04-09 17:48:38,949
2022-04-09 18:48:38,1228
2022-04-09 19:48:38,1404
2022-04-09 20:48:38,1114
2022-04-09 21:48:38,1413
2022-04-09 22:48:38,1404
2022-04-09 23:48:38,1323
2022-04-10 00:48:38,1385
2022-04-10 01:48:38,1331
2022-04-10 02:48:38,1441
2022-04-10 03:48:38,1840
2022-04-10 04:48:38,2257
2022-04-10 05:48:38,2138
2022-04-10 06:48:38,1911
2022-04-10 07:48:38,1815
2022-04-10 08:48:38,1816
2022-04-10 09:48:38,1250
2022-04-10 10:48:38,1227
2022-04-10 11:48:38,912
2022-04-10 12:48:38,720
2022-04-10 13:48:38,750
2022-04-10 14:48:38,646
2022-04-10 15:48:38,830
2022-04-10 16:48:38,807
2022-04-10 17:48:38,952
2022-04-10 18:48:38,982
2022-04-10 19:48:38,1455
2022-04-10 20:48:38,1137
2022-04-10 21:48:38,1367
2022-04-10 22:48:38,1661
2022-04-10 23:48:38,1425
2022-04-11 00:48:38,1439
2022-04-11 01:48:38,1417
2022-04-11 02:48:38,1246
2022-04-11 03:48:38,1642
2022-04-11 04:48:38,2224
2022-04-11 05:48:38,2193
2022-04-11 06:48:38,2199
2022-04-11 07:48:38,1818
2022-04-11 08:48:38,1848
2022-04-11 09:48:38,1442
2022-04-11 10:48:38,1168
2022-04-11 11:48:38,870
2022-04-11 12:48:38,920
2022-04-11 13:48:38,808
2022-04-11 14:48:38,847
2022-04-11 15:48:38,722
2022-04-11 16:48:38,721
2022-04-11 17:48:38,987
2022-04-11 18:48:38,1258
2022-04-11 19:48:38,994
2022-04-11 20:48:38,1134
2022-04-11 21:48:38,1323
2022-04-11 22:48:38,1664
2022-04-11 23:48:38,1296
2022-04-12 00:48:38,1503
2022-04-12 01:48:38,1177
2022-04-12 02:48:38,1555
2022-04-12 03:48:38,1915
2022-04-12 04:48:38,2234
2022-04-12 05:48:38,2178
2022-04-12 06:48:38,1978
2022-04-12 07:48:38,1704
2022-04-12 08:48:38,1863
2022-04-12 09:48:38,1198
2022-04-12 10:48:38,1108
2022-04-12 11:48:38,870
2022-04-12 12:48:38,872
2022-04-12 13:48:38,748
2022-04-12 14:48:38,794
2022-04-12 15:48:38,831
2022-04-12 16:48:38,687
2022-04-12 17:48:38,992
2022-04-12 18:48:38,1254
2022-04-12 19:48:38,1120
2022-04-12 20:48:38,1387
2022-04-12 21:48:38,1624
2022-04-12 22:48:38,1558
2022-04-12 23:48:38,1440
2022-04-13 00:48:38,1274
2022-04-13 01:48:38,1164
2022-04-13 02:48:38,1251
2022-04-13 03:48:38,1843
2022-04-13 04:48:38,2335
2022-04-13 05:48:38,2262
2022-04-13 06:48:38,1946
2022-04-13 07:48:38,1871
2022-04-13 08:48:38,1826
2022-04-13 09:48:38,1619
2022-04-13 10:48:38,1762
2022-04-13 11:48:38,1289
2022-04-13 12:48:38,1462
2022-04-13 13:48:38,1187
2022-04-13 14:48:38,1142
2022-04-13 15:48:38,1266
2022-04-13 16:48:38,1162
2022-04-13 17:48:38,1316
2022-04-13 18:48:38,1780
2022-04-13 19:48:38,1478
2022-04-13 20:48:38,1928
2022-04-13 21:48:38,2122
2022-04-13 22:48:38,2494
2022-04-13 23:48:38,2075
2022-04-14 00:48:38,2001
2022-04-14 01:48:38,1787
2022-04-14 02:48:38,2110
2022-04-14 03:48:38,2481
2022-04-14 04:48:38,3419
2022-04-14 05:48:38,3396
2022-04-14 06:48:38,2889
2022-04-14 07:48:38,3033
2022-04-14 08:48:38,2660
2022-04-14 09:48:38,2379
