Time (Hour),Load (W)
2022-01-24 21:52:19,1531
2022-01-24 22:52:19,1273
2022-01-24 23:52:19,1109
2022-01-25 00:52:19,1048
2022-01-25 01:52:19,987
2022-01-25 02:52:19,1035
2022-01-25 03:52:19,1159
2022-01-25 04:52:19,1535
2022-01-25 05:52:19,1854
2022-01-25 06:52:19,1850
2022-01-25 07:52:19,1582
2022-01-25 08:52:19,2076
2022-01-25 09:52:19,1860
2022-01-25 10:52:19,2297
2022-01-25 11:52:19,2098
2022-01-25 12:52:19,1794
2022-01-25 13:52:19,1914
2022-01-25 14:52:19,2666
2022-01-25 15:52:19,3169
2022-01-25 16:52:19,3210
2022-01-25 17:52:19,2590
2022-01-25 18:52:19,2501
2022-01-25 19:52:19,2170
2022-01-25 20:52:19,2118
2022-01-25 21:52:19,1171
2022-01-25 22:52:19,995
2022-01-25 23:52:19,812
2022-01-26 00:52:19,861
2022-01-26 01:52:19,672
2022-01-26 02:52:19,630
2022-01-26 03:52:19,656
2022-01-26 04:52:19,881
2022-01-26 05:52:19,970
2022-01-26 06:52:19,1328
2022-01-26 07:52:19,1100
2022-01-26 08:52:19,1212
2022-01-26 09:52:19,1603
2022-01-26 10:52:19,1408
2022-01-26 11:52:19,1214
2022-01-26 12:52:19,1252
2022-01-26 13:52:19,1172
2022-01-26 14:52:19,1658
2022-01-26 15:52:19,2199
2022-01-26 16:52:19,2054
2022-01-26 17:52:19,2122
2022-01-26 18:52:19,1774
2022-01-26 19:52:19,1562
2022-01-26 20:52:19,1372
2022-01-26 21:52:19,1025
2022-01-26 22:52:19,869
2022-01-26 23:52:19,951
2022-01-27 00:52:19,893
2022-01-27 01:52:19,694
2022-01-27 02:52:19,781
2022-01-27 03:52:19,745
2022-01-27 04:52:19,831
2022-01-27 05:52:19,938
2022-01-27 06:52:19,1335
2022-01-27 07:52:19,1206
2022-01-27 08:52:19,1166
2022-01-27 09:52:19,1376
2022-01-27 10:52:19,1241
2022-01-27 11:52:19,1164
2022-01-27 12:52:19,1275
2022-01-27 13:52:19,1405
2022-01-27 14:52:19,1649
2022-01-27 15:52:19,2236
2022-01-27 16:52:19,1977
2022-01-27 17:52:19,2146
2022-01-27 18:52:19,1839
2022-01-27 19:52:19,1556
2022-01-27 20:52:19,1546
2022-01-27 21:52:19,1060
2022-01-27 22:52:19,838
2022-01-27 23:52:19,702
2022-01-28 00:52:19,649
2022-01-28 01:52:19,806
2022-01-28 02:52:19,733
2022-01-28 03:52:19,765
2022-01-28 04:52:19,1002
2022-01-28 05:52:19,1018
2022-01-28 06:52:19,1259
2022-01-28 07:52:19,1301
2022-01-28 08:52:19,1298
2022-01-28 09:52:19,1328
2022-01-28 10:52:19,1404
2022-01-28 11:52:19,1301
2022-01-28 12:52:19,1496
2022-01-28 13:52:19,1269
2022-01-28 14:52:19,1788
2022-01-28 15:52:19,2158
2022-01-28 16:52:19,2157
2022-01-28 17:52:19,2185
2022-01-28 18:52:19,1906
2022-01-28 19:52:19,1686
2022-01-28 20:52:19,1113
2022-01-28 21:52:19,952
2022-01-28 22:52:19,937
2022-01-28 23:52:19,866
2022-01-29 00:52:19,917
2022-01-29 01:52:19,649
2022-01-29 02:52:19,605
2022-01-29 03:52:19,715
2022-01-29 04:52:19,842
2022-01-29 05:52:19,895
2022-01-29 06:52:19,1288
2022-01-29 07:52:19,1418
2022-01-29 08:52:19,1377
2022-01-29 09:52:19,1585
2022-01-29 10:52:19,1562
2022-01-29 11:52:19,1298
2022-01-29 12:52:19,1121
2022-01-29 13:52:19,1482
2022-01-29 14:52:19,1823
2022-01-29 15:52:19,2200
2022-01-29 16:52:19,1975
2022-01-29 17:52:19,2098
2022-01-29 18:52:19,2004
2022-01-29 19:52:19,1559
2022-01-29 20:52:19,1217
2022-01-29 21:52:19,878
2022-01-29 22:52:19,877
2022-01-29 23:52:19,713
2022-01-30 00:52:19,648
2022-01-30 01:52:19,761
2022-01-30 02:52:19,704
2022-01-30 03:52:19,653
2022-01-30 04:52:19,897
2022-01-30 05:52:19,1133
2022-01-30 06:52:19,1240
2022-01-30 07:52:19,1208
2022-01-30 08:52:19,1572
2022-01-30 09:52:19,1291
2022-01-30 10:52:19,1210
2022-01-30 11:52:19,1426
2022-01-30 12:52:19,1333
2022-01-30 13:52:19,1517
2022-01-30 14:52:19,1762
2022-01-30 15:52:19,2177
2022-01-30 16:52:19,1912
2022-01-30 17:52:19,2055
2022-01-30 18:52:19,1904
2022-01-30 19:52:19,1723
2022-01-30 20:52:19,1300
2022-01-30 21:52:19,1456
2022-01-30 22:52:19,990
2022-01-30 23:52:19,878
2022-01-31 00:52:19,1051
2022-01-31 01:52:19,956
2022-01-31 02:52:19,780
2022-01-31 03:52:19,938
2022-01-31 04:52:19,1212
2022-01-31 05:52:19,1260
2022-01-31 06:52:19,1452
2022-01-31 07:52:19,1514
2022-01-31 08:52:19,1425
2022-01-31 09:52:19,1513
2022-01-31 10:52:19,1764
2022-01-31 11:52:19,1772
2022-01-31 12:52:19,1693
2022-01-31 13:52:19,1733
2022-01-31 14:52:19,2088
2022-01-31 15:52:19,2712
2022-01-31 16:52:19,2593
2022-01-31 17:52:19,2470
2022-01-31 18:52:19,2343
2022-01-31 19:52:19,1874
2022-01-31 20:52:19,1825
2022-01-31 21:52:19,1497
2022-01-31 22:52:19,1171
2022-01-31 23:52:19,1022
2022-02-01 00:52:19,975
2022-02-01 01:52:19,857
2022-02-01 02:52:19,1047
2022-02-01 03:52:19,858
2022-02-01 04:52:19,1316
2022-02-01 05:52:19,1403
2022-02-01 06:52:19,1329
2022-02-01 07:52:19,1662
2022-02-01 08:52:19,1858
2022-02-01 09:52:19,1813
2022-02-01 10:52:19,1519
2022-02-01 11:52:19,1519
2022-02-01 12:52:19,1770
2022-02-01 13:52:19,1516
2022-02-01 14:52:19,2285
2022-02-01 15:52:19,2696
2022-02-01 16:52:19,2441
2022-02-01 17:52:19,2709
2022-02-01 18:52:19,2118
2022-02-01 19:52:19,2188
2022-02-01 20:52:19,1488
2022-02-01 21:52:19,1144
2022-02-01 22:52:19,839
2022-02-01 23:52:19,753
2022-02-02 00:52:19,872
2022-02-02 01:52:19,877
2022-02-02 02:52:19,716
2022-02-02 03:52:19,679
2022-02-02 04:52:19,871
2022-02-02 05:52:19,1178
2022-02-02 06:52:19,1357
2022-02-02 07:52:19,1160
2022-02-02 08:52:19,1302
2022-02-02 09:52:19,1613
2022-02-02 10:52:19,1535
2022-02-02 11:52:19,1199
2022-02-02 12:52:19,1281
2022-02-02 13:52:19,1398
2022-02-02 14:52:19,1785
2022-02-02 15:52:19,2223
2022-02-02 16:52:19,2215
2022-02-02 17:52:19,1775
2022-02-02 18:52:19,1747
2022-02-02 19:52:19,1448
2022-02-02 20:52:19,1338
2022-02-02 21:52:19,1068
2022-02-02 22:52:19,806
2022-02-02 23:52:19,821
2022-02-03 00:52:19,842
2022-02-03 01:52:19,782
2022-02-03 02:52:19,625
2022-02-03 03:52:19,831
2022-02-03 04:52:19,844
