Datetime,Load
2022-01-27 00:27:06,1315
2022-01-27 01:27:06,1112
2022-01-27 02:27:06,869
2022-01-27 03:27:06,1026
2022-01-27 04:27:06,870
2022-01-27 05:27:06,785
2022-01-27 06:27:06,857
2022-01-27 07:27:06,1102
2022-01-27 08:27:06,1246
2022-01-27 09:27:06,1069
2022-01-27 10:27:06,1808
2022-01-27 11:27:06,1507
2022-01-27 12:27:06,1692
2022-01-27 13:27:06,1373
2022-01-27 14:27:06,1627
2022-01-27 15:27:06,1258
2022-01-27 16:27:06,1745
2022-01-27 17:27:06,2101
2022-01-27 18:27:06,2497
2022-01-27 19:27:06,2352
2022-01-27 20:27:06,2463
2022-01-27 21:27:06,2311
2022-01-27 22:27:06,2138
2022-01-27 23:27:06,1521
2022-01-28 00:27:06,841
2022-01-28 01:27:06,704
2022-01-28 02:27:06,721
2022-01-28 03:27:06,721
2022-01-28 04:27:06,610
2022-01-28 05:27:06,536
2022-01-28 06:27:06,556
2022-01-28 07:27:06,684
2022-01-28 08:27:06,991
2022-01-28 09:27:06,854
2022-01-28 10:27:06,1276
2022-01-28 11:27:06,1242
2022-01-28 12:27:06,1362
2022-01-28 13:27:06,1060
2022-01-28 14:27:06,1033
2022-01-28 15:27:06,1116
2022-01-28 16:27:06,1150
2022-01-28 17:27:06,1440
2022-01-28 18:27:06,1873
2022-01-28 19:27:06,1689
2022-01-28 20:27:06,1775
2022-01-28 21:27:06,1584
2022-01-28 22:27:06,1352
2022-01-28 23:27:06,1274
2022-01-29 00:27:06,847
2022-01-29 01:27:06,793
2022-01-29 02:27:06,777
2022-01-29 03:27:06,679
2022-01-29 04:27:06,561
2022-01-29 05:27:06,645
2022-01-29 06:27:06,616
2022-01-29 07:27:06,754
2022-01-29 08:27:06,875
2022-01-29 09:27:06,1098
2022-01-29 10:27:06,1316
2022-01-29 11:27:06,1227
2022-01-29 12:27:06,1058
2022-01-29 13:27:06,1314
2022-01-29 14:27:06,1274
2022-01-29 15:27:06,1146
2022-01-29 16:27:06,973
2022-01-29 17:27:06,1336
2022-01-29 18:27:06,1801
2022-01-29 19:27:06,1855
2022-01-29 20:27:06,1525
2022-01-29 21:27:06,1299
2022-01-29 22:27:06,1556
2022-01-29 23:27:06,1219
2022-01-30 00:27:06,928
2022-01-30 01:27:06,767
2022-01-30 02:27:06,645
2022-01-30 03:27:06,754
2022-01-30 04:27:06,590
2022-01-30 05:27:06,645
2022-01-30 06:27:06,660
2022-01-30 07:27:06,914
2022-01-30 08:27:06,1052
2022-01-30 09:27:06,1110
2022-01-30 10:27:06,1066
2022-01-30 11:27:06,1107
2022-01-30 12:27:06,1068
2022-01-30 13:27:06,1215
