Time (Hour),Load (W)
0,584
1,566
2,483
3,439
4,480
5,482
6,484
7,558
8,583
9,699
10,745
11,980
12,985
13,945
14,802
15,948
16,934
17,1037
18,1379
19,1331
20,1176
21,1230
22,966
23,732
24,542
25,473
26,413
27,408
28,386
29,343
30,320
31,395
32,545
33,596
34,759
35,630
36,720
37,674
38,743
39,627
40,673
41,821
42,1104
43,928
44,1023
45,975
46,684
47,777
48,455
49,455
50,408
51,378
52,420
53,308
54,351
55,522
56,481
57,588
58,684
59,652
60,730
61,602
62,633
63,542
64,613
65,792
66,1079
67,990
68,869
69,858
70,821
71,649
72,530
73,395
74,458
75,370
76,378
77,305
78,343
79,467
80,442
81,719
82,671
83,626
84,686
85,639
86,648
87,544
88,746
89,756
90,1095
91,923
92,869
93,826
94,704
95,696
96,450
97,429
98,421
99,388
100,345
101,305
102,361
103,411
104,562
105,670
106,751
107,588
108,729
109,588
110,706
111,599
112,691
113,759
114,1060
115,950
116,860
117,789
118,914
119,616
120,446
121,421
122,431
123,317
124,376
125,319
126,393
127,467
128,490
129,521
130,600
131,644
132,734
133,726
134,735
135,590
136,574
137,859
138,1063
139,934
140,981
141,796
142,776
143,601
144,672
145,737
146,710
147,523
148,577
149,552
150,621
151,741
152,716
153,1076
154,779
155,911
156,1013
157,952
158,956
159,1111
160,956
161,1206
162,1699
163,1585
164,1440
165,1530
166,1109
167,1103
168,694
169,641
170,641
171,541
172,509
173,604
174,577
175,717
176,799
177,698
178,1000
179,1080
180,1039
181,914
182,945
183,970
184,934
185,1227
186,1666
187,1615
188,1565
189,1458
190,1320
191,1202
192,434
193,452
194,370
195,387
196,363
197,402
198,369
199,400
200,447
201,650
202,561
203,772
204,730
205,778
206,731
207,586
208,735
209,833
210,1055
211,1038
212,927
213,879
214,883
215,560
216,432
217,488
218,349
219,416
220,418
221,396
222,409
223,438
224,591
225,476
226,538
227,630
228,728
229,688
230,653
231,582
232,590
233,784
234,1103
235,935
236,979
237,1000
238,866
239,580
240,510
241,451
242,432
243,411
244,356
245,328
246,408
247,492
248,454
249,477
250,653
251,594
252,660
253,589
254,698
255,692
256,662
257,845
258,1042
259,1008
260,839
261,770
262,696
263,652
264,566
265,429
266,366
267,313
268,380
269,366
270,378
271,426
272,481
273,702
274,682
275,661
276,764
277,599
278,641
279,555
280,658
281,870
282,1047
283,1076
284,1060
285,803
286,902
287,566
288,565
289,397
290,440
291,323
292,300
293,304
294,361
295,473
296,614
297,671
298,668
299,685
300,611
301,741
302,580
303,701
304,740
305,867
306,1048
307,1022
308,892
309,990
310,826
311,680
312,814
313,565
314,631
315,626
316,511
317,510
318,483
319,757
320,813
321,1026
322,1068
323,814
324,1056
325,921
326,1039
327,971
328,1018
329,1183
330,1558
331,1437
332,1307
333,1218
334,1040
335,776
