Time (Hour),Load (W)
0,1108
1,999
2,1145
3,1078
4,1035
5,981
6,1036
7,1050
8,1576
9,1705
10,1629
11,1930
12,1935
13,1794
14,1780
15,1720
16,1468
17,1970
18,2771
19,2402
20,2462
21,2451
22,2176
23,1697
24,816
25,831
26,703
27,611
28,544
29,629
30,674
31,726
32,814
33,936
34,1057
35,1032
36,1245
37,1292
38,1180
39,1177
40,1259
41,1457
42,1928
43,1656
44,1484
45,1481
46,1539
47,1018
48,915
49,738
50,617
51,720
52,741
53,546
54,724
55,867
56,899
57,1159
58,968
59,996
60,1300
61,1250
62,1183
63,948
64,1023
65,1359
66,1861
67,1801
68,1770
69,1532
70,1344
71,1145
72,952
73,743
74,806
75,637
76,699
77,535
78,716
79,932
80,1057
81,992
82,1353
83,1155
84,1129
85,1223
86,1011
87,1029
88,1223
89,1326
90,1887
91,1761
92,1673
93,1542
94,1245
95,1044
96,937
97,804
98,708
99,585
100,586
101,534
102,630
103,888
104,859
105,850
106,1146
107,1265
108,1275
109,1284
110,1055
111,1111
112,1067
113,1474
114,1888
115,1815
116,1789
117,1709
118,1592
119,1193
120,882
121,713
122,699
123,600
124,633
125,704
126,604
127,928
128,862
129,1213
130,1189
131,1044
132,1091
133,1148
134,1189
135,1196
136,1117
137,1542
138,1849
139,1720
140,1459
141,1748
142,1454
143,1027
144,1317
145,984
146,1109
147,1058
148,839
149,801
150,781
151,1038
152,1301
153,1338
154,1475
155,1546
156,1891
157,1786
158,1616
159,1521
160,1449
161,1871
162,2556
163,2254
164,2246
165,2383
166,2020
167,1684
168,1456
169,1149
170,1151
171,873
172,1047
173,789
174,1016
175,1162
176,1174
177,1447
178,1604
179,1995
180,1606
181,1670
182,1473
183,1545
184,1795
185,2272
186,2716
187,2487
188,2215
189,2602
190,2002
191,1947
192,789
193,735
194,597
195,635
196,566
197,674
198,650
199,803
200,830
201,1022
202,1113
203,1340
204,1313
205,1264
206,1221
207,1138
208,1065
209,1367
210,1922
211,1753
212,1587
213,1589
214,1202
215,1103
216,756
217,718
218,727
219,681
220,742
221,580
222,565
223,728
224,982
225,807
226,1039
227,1164
228,1228
229,1113
230,1207
231,990
232,1202
233,1414
234,1832
235,1640
236,1726
237,1662
238,1489
239,1163
240,901
241,831
242,690
243,670
244,581
245,542
246,635
247,875
248,895
249,832
250,1187
251,1155
252,1382
253,1345
254,1220
255,1054
256,1142
257,1342
258,1836
259,1816
260,1739
261,1698
262,1228
263,1120
264,748
265,760
266,688
267,713
268,594
269,523
270,676
271,699
272,1072
273,828
274,950
275,1013
276,1310
277,1050
278,1009
279,1260
280,1184
281,1415
282,1878
283,1781
284,1461
285,1531
286,1265
287,1277
288,778
289,716
290,684
291,569
292,708
293,628
294,588
295,851
296,1047
297,1062
298,892
299,1091
300,1274
301,1042
302,1205
303,1020
304,1038
305,1441
306,1861
307,1708
308,1863
309,1619
310,1533
311,960
312,1183
313,1019
314,804
315,939
316,902
317,878
318,848
319,1160
320,1300
321,1329
322,1467
323,1327
324,1431
325,1473
326,1665
327,1439
328,1391
329,1897
330,2435
331,2369
332,2109
333,1864
334,2126
335,1298
