Time (Hour),Load (W)
0,2018
1,1572
2,1465
3,1269
4,1227
5,1413
6,1523
7,1605
8,2200
9,2394
10,2517
11,2909
12,2482
13,2566
14,2200
15,2111
16,2380
17,3247
18,4131
19,3812
20,3738
21,3373
22,3383
23,2279
24,1333
25,950
26,969
27,915
28,734
29,973
30,813
31,1147
32,1400
33,1606
34,1549
35,1529
36,1795
37,1859
38,1540
39,1753
40,1455
41,2032
42,2613
43,2559
44,2189
45,2325
46,1928
47,1591
48,1061
49,1158
50,1102
51,853
52,1003
53,834
54,968
55,1162
56,1044
57,1310
58,1444
59,1577
60,1600
61,1418
62,1736
63,1475
64,1346
65,1999
66,2622
67,2546
68,2567
69,1899
70,1779
71,1563
72,1055
73,1168
74,1001
75,1003
76,804
77,888
78,807
79,1078
80,1419
81,1250
82,1286
83,1630
84,1639
85,1701
86,1686
87,1684
88,1366
89,2112
90,2616
91,2303
92,2170
93,2397
94,1757
95,1749
96,1310
97,1039
98,835
99,850
100,931
101,814
102,905
103,1018
104,1423
105,1313
106,1504
107,1363
108,1519
109,1850
110,1650
111,1329
112,1523
113,1947
114,2553
115,2448
116,2057
117,2369
118,2112
119,1823
120,1183
121,1145
122,818
123,996
124,982
125,936
126,907
127,1196
128,1321
129,1395
130,1404
131,1391
132,1863
133,1447
134,1781
135,1419
136,1589
137,2072
138,2571
139,2394
140,2072
141,1965
142,1815
143,1637
144,1911
145,1517
146,1290
147,1298
148,1411
149,1386
150,1147
151,1587
152,1755
153,1882
154,1890
155,2298
156,2466
157,2203
158,2278
159,2547
160,2617
161,3019
162,3751
163,3599
164,3230
165,2899
166,2603
167,2300
168,1467
169,1668
170,1307
171,1178
172,1220
173,1104
174,1250
175,1770
176,1605
177,2083
178,2283
179,2509
180,2166
181,2390
182,1991
183,2430
184,2234
185,2716
186,3562
187,3574
188,3530
189,2892
190,2409
191,2256
192,1057
193,943
194,1085
195,929
196,881
197,836
198,883
199,1170
200,1067
201,1125
202,1439
203,1439
204,1894
205,1873
206,1771
207,1486
208,1734
209,1961
210,2529
211,2356
212,2280
213,1846
214,1775
215,1685
216,1312
217,1105
218,826
219,976
220,808
221,969
222,939
223,1120
224,1103
225,1477
226,1710
227,1579
228,1613
229,1666
230,1454
231,1444
232,1491
233,1940
234,2600
235,2550
236,2168
237,2170
238,1675
239,1482
240,1374
241,1120
242,1020
243,1007
244,727
245,942
246,784
247,1148
248,1076
249,1551
250,1628
251,1487
252,1895
253,1643
254,1452
255,1456
256,1345
257,1968
258,2622
259,2520
260,2390
261,2130
262,1680
263,1595
264,1180
265,982
266,1042
267,883
268,724
269,790
270,979
271,1213
272,1073
273,1662
274,1641
275,1800
276,1878
277,1645
278,1405
279,1584
280,1736
281,2029
282,2596
283,2528
284,2409
285,2391
286,2036
287,1595
288,1081
289,944
290,841
291,886
292,952
293,973
294,760
295,1276
296,1413
297,1432
298,1657
299,1714
300,1704
301,1764
302,1541
303,1656
304,1502
305,2085
306,2571
307,2209
308,2006
309,2246
310,1648
311,1521
312,1568
313,1331
314,1264
315,1143
316,973
317,1105
318,1068
319,1361
320,1426
321,1682
322,2211
323,1973
324,2538
325,2367
326,2223
327,2216
328,2342
329,2617
330,3520
331,3018
332,2861
333,3029
334,2431
335,2405
