Time (Hour),Load (W)
2022-01-24 21:52:20,1369
2022-01-24 22:52:20,1168
2022-01-24 23:52:20,1218
2022-01-25 00:52:20,1105
2022-01-25 01:52:20,1171
2022-01-25 02:52:20,839
2022-01-25 03:52:20,980
2022-01-25 04:52:20,1409
2022-01-25 05:52:20,1644
2022-01-25 06:52:20,1275
2022-01-25 07:52:20,1479
2022-01-25 08:52:20,1702
2022-01-25 09:52:20,2153
2022-01-25 10:52:20,1736
2022-01-25 11:52:20,1636
2022-01-25 12:52:20,1857
2022-01-25 13:52:20,1723
2022-01-25 14:52:20,2228
2022-01-25 15:52:20,2873
2022-01-25 16:52:20,2584
2022-01-25 17:52:20,2542
2022-01-25 18:52:20,2742
2022-01-25 19:52:20,2288
2022-01-25 20:52:20,1983
2022-01-25 21:52:20,1149
2022-01-25 22:52:20,887
2022-01-25 23:52:20,767
2022-01-26 00:52:20,719
2022-01-26 01:52:20,705
2022-01-26 02:52:20,842
2022-01-26 03:52:20,734
2022-01-26 04:52:20,1152
2022-01-26 05:52:20,1011
2022-01-26 06:52:20,1430
2022-01-26 07:52:20,1400
2022-01-26 08:52:20,1432
2022-01-26 09:52:20,1389
2022-01-26 10:52:20,1665
2022-01-26 11:52:20,1583
2022-01-26 12:52:20,1401
2022-01-26 13:52:20,1542
2022-01-26 14:52:20,1937
2022-01-26 15:52:20,2324
2022-01-26 16:52:20,2070
2022-01-26 17:52:20,2020
2022-01-26 18:52:20,2136
2022-01-26 19:52:20,1637
2022-01-26 20:52:20,1355
2022-01-26 21:52:20,933
2022-01-26 22:52:20,914
2022-01-26 23:52:20,955
2022-01-27 00:52:20,810
2022-01-27 01:52:20,752
2022-01-27 02:52:20,834
2022-01-27 03:52:20,727
2022-01-27 04:52:20,921
2022-01-27 05:52:20,1211
2022-01-27 06:52:20,1306
2022-01-27 07:52:20,1100
2022-01-27 08:52:20,1665
2022-01-27 09:52:20,1466
2022-01-27 10:52:20,1289
2022-01-27 11:52:20,1598
2022-01-27 12:52:20,1215
2022-01-27 13:52:20,1538
2022-01-27 14:52:20,1746
2022-01-27 15:52:20,2357
2022-01-27 16:52:20,2230
2022-01-27 17:52:20,1949
2022-01-27 18:52:20,2039
2022-01-27 19:52:20,1929
2022-01-27 20:52:20,1656
2022-01-27 21:52:20,1175
2022-01-27 22:52:20,863
2022-01-27 23:52:20,773
2022-01-28 00:52:20,905
2022-01-28 01:52:20,693
2022-01-28 02:52:20,649
2022-01-28 03:52:20,808
2022-01-28 04:52:20,1126
2022-01-28 05:52:20,1265
2022-01-28 06:52:20,1117
2022-01-28 07:52:20,1614
2022-01-28 08:52:20,1443
2022-01-28 09:52:20,1370
2022-01-28 10:52:20,1683
2022-01-28 11:52:20,1615
2022-01-28 12:52:20,1379
2022-01-28 13:52:20,1259
2022-01-28 14:52:20,1810
2022-01-28 15:52:20,2390
2022-01-28 16:52:20,2285
2022-01-28 17:52:20,1820
2022-01-28 18:52:20,1850
2022-01-28 19:52:20,1942
2022-01-28 20:52:20,1562
2022-01-28 21:52:20,1024
2022-01-28 22:52:20,921
2022-01-28 23:52:20,876
2022-01-29 00:52:20,676
2022-01-29 01:52:20,690
2022-01-29 02:52:20,864
2022-01-29 03:52:20,781
2022-01-29 04:52:20,1060
2022-01-29 05:52:20,952
2022-01-29 06:52:20,1549
2022-01-29 07:52:20,1611
2022-01-29 08:52:20,1639
2022-01-29 09:52:20,1564
2022-01-29 10:52:20,1354
2022-01-29 11:52:20,1461
2022-01-29 12:52:20,1335
2022-01-29 13:52:20,1432
2022-01-29 14:52:20,1786
2022-01-29 15:52:20,2366
2022-01-29 16:52:20,2345
2022-01-29 17:52:20,2039
2022-01-29 18:52:20,2000
2022-01-29 19:52:20,1779
2022-01-29 20:52:20,1704
2022-01-29 21:52:20,1079
2022-01-29 22:52:20,987
2022-01-29 23:52:20,907
2022-01-30 00:52:20,931
2022-01-30 01:52:20,769
2022-01-30 02:52:20,699
2022-01-30 03:52:20,793
2022-01-30 04:52:20,1155
2022-01-30 05:52:20,1187
2022-01-30 06:52:20,1481
2022-01-30 07:52:20,1322
2022-01-30 08:52:20,1542
2022-01-30 09:52:20,1404
2022-01-30 10:52:20,1457
2022-01-30 11:52:20,1579
2022-01-30 12:52:20,1410
2022-01-30 13:52:20,1465
2022-01-30 14:52:20,1758
2022-01-30 15:52:20,2381
2022-01-30 16:52:20,2280
2022-01-30 17:52:20,2260
2022-01-30 18:52:20,1956
2022-01-30 19:52:20,1530
2022-01-30 20:52:20,1515
2022-01-30 21:52:20,1433
2022-01-30 22:52:20,1137
2022-01-30 23:52:20,1138
2022-01-31 00:52:20,1029
2022-01-31 01:52:20,1061
2022-01-31 02:52:20,1161
2022-01-31 03:52:20,1070
2022-01-31 04:52:20,1301
2022-01-31 05:52:20,1666
2022-01-31 06:52:20,1972
2022-01-31 07:52:20,2104
2022-01-31 08:52:20,2209
2022-01-31 09:52:20,1763
2022-01-31 10:52:20,2073
2022-01-31 11:52:20,1762
2022-01-31 12:52:20,1676
2022-01-31 13:52:20,2164
2022-01-31 14:52:20,2175
2022-01-31 15:52:20,3127
2022-01-31 16:52:20,3134
2022-01-31 17:52:20,2466
2022-01-31 18:52:20,2668
2022-01-31 19:52:20,2293
2022-01-31 20:52:20,2221
2022-01-31 21:52:20,1381
2022-01-31 22:52:20,1131
2022-01-31 23:52:20,1036
2022-02-01 00:52:20,1044
2022-02-01 01:52:20,1024
2022-02-01 02:52:20,1029
2022-02-01 03:52:20,890
2022-02-01 04:52:20,1259
2022-02-01 05:52:20,1653
2022-02-01 06:52:20,1515
2022-02-01 07:52:20,2135
2022-02-01 08:52:20,1994
2022-02-01 09:52:20,2036
2022-02-01 10:52:20,2029
2022-02-01 11:52:20,1630
2022-02-01 12:52:20,2031
2022-02-01 13:52:20,1905
2022-02-01 14:52:20,2353
2022-02-01 15:52:20,2982
2022-02-01 16:52:20,2849
2022-02-01 17:52:20,2732
2022-02-01 18:52:20,2778
2022-02-01 19:52:20,2538
2022-02-01 20:52:20,1703
2022-02-01 21:52:20,1094
2022-02-01 22:52:20,846
2022-02-01 23:52:20,760
2022-02-02 00:52:20,797
2022-02-02 01:52:20,885
2022-02-02 02:52:20,693
2022-02-02 03:52:20,766
2022-02-02 04:52:20,1109
2022-02-02 05:52:20,1311
2022-02-02 06:52:20,1356
2022-02-02 07:52:20,1508
2022-02-02 08:52:20,1235
2022-02-02 09:52:20,1550
2022-02-02 10:52:20,1400
2022-02-02 11:52:20,1436
2022-02-02 12:52:20,1268
2022-02-02 13:52:20,1229
2022-02-02 14:52:20,1932
2022-02-02 15:52:20,2280
2022-02-02 16:52:20,2171
2022-02-02 17:52:20,1932
2022-02-02 18:52:20,1705
2022-02-02 19:52:20,1484
2022-02-02 20:52:20,1363
2022-02-02 21:52:20,1094
2022-02-02 22:52:20,1068
2022-02-02 23:52:20,964
2022-02-03 00:52:20,716
2022-02-03 01:52:20,912
2022-02-03 02:52:20,653
2022-02-03 03:52:20,824
2022-02-03 04:52:20,970
2022-02-03 05:52:20,1189
2022-02-03 06:52:20,1478
2022-02-03 07:52:20,1416
2022-02-03 08:52:20,1476
2022-02-03 09:52:20,1540
2022-02-03 10:52:20,1353
2022-02-03 11:52:20,1459
2022-02-03 12:52:20,1532
2022-02-03 13:52:20,1431
2022-02-03 14:52:20,1813
2022-02-03 15:52:20,2279
2022-02-03 16:52:20,2281
2022-02-03 17:52:20,2074
2022-02-03 18:52:20,2001
2022-02-03 19:52:20,1668
2022-02-03 20:52:20,1600
2022-02-03 21:52:20,917
2022-02-03 22:52:20,994
2022-02-03 23:52:20,1004
2022-02-04 00:52:20,773
2022-02-04 01:52:20,651
2022-02-04 02:52:20,868
2022-02-04 03:52:20,885
2022-02-04 04:52:20,999
2022-02-04 05:52:20,1279
2022-02-04 06:52:20,1138
2022-02-04 07:52:20,1462
2022-02-04 08:52:20,1525
2022-02-04 09:52:20,1719
2022-02-04 10:52:20,1311
2022-02-04 11:52:20,1434
2022-02-04 12:52:20,1474
2022-02-04 13:52:20,1613
2022-02-04 14:52:20,1879
2022-02-04 15:52:20,2263
2022-02-04 16:52:20,2086
2022-02-04 17:52:20,2101
2022-02-04 18:52:20,1684
2022-02-04 19:52:20,2020
2022-02-04 20:52:20,1612
2022-02-04 21:52:20,1215
2022-02-04 22:52:20,960
2022-02-04 23:52:20,936
2022-02-05 00:52:20,799
2022-02-05 01:52:20,800
2022-02-05 02:52:20,876
2022-02-05 03:52:20,720
2022-02-05 04:52:20,1151
2022-02-05 05:52:20,1283
2022-02-05 06:52:20,1232
2022-02-05 07:52:20,1640
2022-02-05 08:52:20,1465
2022-02-05 09:52:20,1605
2022-02-05 10:52:20,1548
2022-02-05 11:52:20,1347
2022-02-05 12:52:20,1334
2022-02-05 13:52:20,1343
2022-02-05 14:52:20,1654
2022-02-05 15:52:20,2365
2022-02-05 16:52:20,2120
2022-02-05 17:52:20,1826
2022-02-05 18:52:20,1735
2022-02-05 19:52:20,1926
2022-02-05 20:52:20,1484
2022-02-05 21:52:20,1068
2022-02-05 22:52:20,883
2022-02-05 23:52:20,911
2022-02-06 00:52:20,714
2022-02-06 01:52:20,846
2022-02-06 02:52:20,861
2022-02-06 03:52:20,836
2022-02-06 04:52:20,1120
2022-02-06 05:52:20,1229
2022-02-06 06:52:20,1264
2022-02-06 07:52:20,1258
2022-02-06 08:52:20,1473
2022-02-06 09:52:20,1696
2022-02-06 10:52:20,1420
2022-02-06 11:52:20,1610
2022-02-06 12:52:20,1456
