Datetime,Load
2022-04-07 10:40:43,672
2022-04-07 11:40:43,685
2022-04-07 12:40:43,513
2022-04-07 13:40:43,467
2022-04-07 14:40:43,590
2022-04-07 15:40:43,564
2022-04-07 16:40:43,578
2022-04-07 17:40:43,592
2022-04-07 18:40:43,920
2022-04-07 19:40:43,1061
2022-04-07 20:40:43,940
2022-04-07 21:40:43,1096
2022-04-07 22:40:43,1103
2022-04-07 23:40:43,945
2022-04-08 00:40:43,898
2022-04-08 01:40:43,906
2022-04-08 02:40:43,1052
2022-04-08 03:40:43,1317
2022-04-08 04:40:43,1622
2022-04-08 05:40:43,1524
2022-04-08 06:40:43,1581
2022-04-08 07:40:43,1434
2022-04-08 08:40:43,1364
2022-04-08 09:40:43,1109
