Time (Hour),Load (W)
2022-01-24 21:52:18,1406
2022-01-24 22:52:18,1339
2022-01-24 23:52:18,1020
2022-01-25 00:52:18,1002
2022-01-25 01:52:18,863
2022-01-25 02:52:18,1174
2022-01-25 03:52:18,949
2022-01-25 04:52:18,1360
2022-01-25 05:52:18,1648
2022-01-25 06:52:18,1971
2022-01-25 07:52:18,1871
2022-01-25 08:52:18,2226
2022-01-25 09:52:18,1842
2022-01-25 10:52:18,1957
2022-01-25 11:52:18,1848
2022-01-25 12:52:18,1681
2022-01-25 13:52:18,1873
2022-01-25 14:52:18,2196
2022-01-25 15:52:18,3027
2022-01-25 16:52:18,2856
2022-01-25 17:52:18,2881
2022-01-25 18:52:18,2709
2022-01-25 19:52:18,2030
2022-01-25 20:52:18,2226
2022-01-25 21:52:18,1017
2022-01-25 22:52:18,973
2022-01-25 23:52:18,857
2022-01-26 00:52:18,965
2022-01-26 01:52:18,764
2022-01-26 02:52:18,864
2022-01-26 03:52:18,817
2022-01-26 04:52:18,974
2022-01-26 05:52:18,1221
2022-01-26 06:52:18,1170
2022-01-26 07:52:18,1777
2022-01-26 08:52:18,1596
2022-01-26 09:52:18,1579
2022-01-26 10:52:18,1718
2022-01-26 11:52:18,1329
2022-01-26 12:52:18,1632
2022-01-26 13:52:18,1302
2022-01-26 14:52:18,1912
2022-01-26 15:52:18,2462
2022-01-26 16:52:18,2137
2022-01-26 17:52:18,2301
2022-01-26 18:52:18,1991
2022-01-26 19:52:18,1684
2022-01-26 20:52:18,1607
2022-01-26 21:52:18,1038
2022-01-26 22:52:18,1038
2022-01-26 23:52:18,811
2022-01-27 00:52:18,828
2022-01-27 01:52:18,849
2022-01-27 02:52:18,730
2022-01-27 03:52:18,945
2022-01-27 04:52:18,992
2022-01-27 05:52:18,1270
2022-01-27 06:52:18,1221
2022-01-27 07:52:18,1620
2022-01-27 08:52:18,1782
2022-01-27 09:52:18,1425
2022-01-27 10:52:18,1479
2022-01-27 11:52:18,1480
2022-01-27 12:52:18,1514
2022-01-27 13:52:18,1654
2022-01-27 14:52:18,1742
2022-01-27 15:52:18,2421
2022-01-27 16:52:18,2325
2022-01-27 17:52:18,2203
2022-01-27 18:52:18,1782
2022-01-27 19:52:18,1803
2022-01-27 20:52:18,1629
2022-01-27 21:52:18,1110
2022-01-27 22:52:18,891
2022-01-27 23:52:18,824
2022-01-28 00:52:18,918
2022-01-28 01:52:18,767
2022-01-28 02:52:18,826
2022-01-28 03:52:18,871
2022-01-28 04:52:18,942
2022-01-28 05:52:18,1305
2022-01-28 06:52:18,1416
2022-01-28 07:52:18,1676
2022-01-28 08:52:18,1685
2022-01-28 09:52:18,1606
2022-01-28 10:52:18,1372
2022-01-28 11:52:18,1431
2022-01-28 12:52:18,1270
2022-01-28 13:52:18,1614
2022-01-28 14:52:18,1887
2022-01-28 15:52:18,2523
2022-01-28 16:52:18,2286
2022-01-28 17:52:18,2000
2022-01-28 18:52:18,1902
2022-01-28 19:52:18,2131
2022-01-28 20:52:18,1602
2022-01-28 21:52:18,1240
2022-01-28 22:52:18,1139
2022-01-28 23:52:18,1010
2022-01-29 00:52:18,861
2022-01-29 01:52:18,712
2022-01-29 02:52:18,678
2022-01-29 03:52:18,841
2022-01-29 04:52:18,998
2022-01-29 05:52:18,1320
2022-01-29 06:52:18,1331
2022-01-29 07:52:18,1221
2022-01-29 08:52:18,1455
2022-01-29 09:52:18,1792
2022-01-29 10:52:18,1354
2022-01-29 11:52:18,1727
2022-01-29 12:52:18,1615
2022-01-29 13:52:18,1541
2022-01-29 14:52:18,1897
2022-01-29 15:52:18,2476
2022-01-29 16:52:18,2211
2022-01-29 17:52:18,2236
2022-01-29 18:52:18,2024
2022-01-29 19:52:18,1795
2022-01-29 20:52:18,1663
2022-01-29 21:52:18,1035
2022-01-29 22:52:18,1056
2022-01-29 23:52:18,987
2022-01-30 00:52:18,1000
2022-01-30 01:52:18,856
2022-01-30 02:52:18,932
2022-01-30 03:52:18,744
2022-01-30 04:52:18,965
2022-01-30 05:52:18,1289
2022-01-30 06:52:18,1315
2022-01-30 07:52:18,1516
2022-01-30 08:52:18,1453
2022-01-30 09:52:18,1597
2022-01-30 10:52:18,1581
2022-01-30 11:52:18,1694
2022-01-30 12:52:18,1253
2022-01-30 13:52:18,1684
2022-01-30 14:52:18,2003
2022-01-30 15:52:18,2536
2022-01-30 16:52:18,2442
2022-01-30 17:52:18,2447
2022-01-30 18:52:18,2056
2022-01-30 19:52:18,2148
2022-01-30 20:52:18,1715
2022-01-30 21:52:18,1652
2022-01-30 22:52:18,1348
