Datetime,Load
2022-04-07 10:48:39,1814
2022-04-07 11:48:39,1390
2022-04-07 12:48:39,1132
2022-04-07 13:48:39,1128
2022-04-07 14:48:39,1382
2022-04-07 15:48:39,1262
2022-04-07 16:48:39,1241
2022-04-07 17:48:39,1446
2022-04-07 18:48:39,1753
2022-04-07 19:48:39,2287
2022-04-07 20:48:39,2354
2022-04-07 21:48:39,2478
2022-04-07 22:48:39,2529
2022-04-07 23:48:39,2133
2022-04-08 00:48:39,2289
2022-04-08 01:48:39,2064
2022-04-08 02:48:39,2268
2022-04-08 03:48:39,2681
2022-04-08 04:48:39,3676
2022-04-08 05:48:39,3510
2022-04-08 06:48:39,2976
2022-04-08 07:48:39,3335
2022-04-08 08:48:39,3017
2022-04-08 09:48:39,2032
2022-04-08 10:48:39,1494
2022-04-08 11:48:39,1298
2022-04-08 12:48:39,947
2022-04-08 13:48:39,1162
2022-04-08 14:48:39,1075
2022-04-08 15:48:39,809
2022-04-08 16:48:39,1010
2022-04-08 17:48:39,1356
2022-04-08 18:48:39,1214
2022-04-08 19:48:39,1373
2022-04-08 20:48:39,1663
2022-04-08 21:48:39,1712
2022-04-08 22:48:39,1579
2022-04-08 23:48:39,1904
2022-04-09 00:48:39,1584
2022-04-09 01:48:39,1562
2022-04-09 02:48:39,1958
2022-04-09 03:48:39,2150
2022-04-09 04:48:39,2749
2022-04-09 05:48:39,2870
2022-04-09 06:48:39,2795
2022-04-09 07:48:39,2490
2022-04-09 08:48:39,1874
2022-04-09 09:48:39,1842
2022-04-09 10:48:39,1422
2022-04-09 11:48:39,1070
2022-04-09 12:48:39,1110
2022-04-09 13:48:39,892
2022-04-09 14:48:39,960
2022-04-09 15:48:39,875
2022-04-09 16:48:39,863
2022-04-09 17:48:39,1070
2022-04-09 18:48:39,1288
2022-04-09 19:48:39,1527
2022-04-09 20:48:39,1685
2022-04-09 21:48:39,2000
2022-04-09 22:48:39,1779
2022-04-09 23:48:39,1609
2022-04-10 00:48:39,1495
2022-04-10 01:48:39,1828
2022-04-10 02:48:39,1486
2022-04-10 03:48:39,2032
2022-04-10 04:48:39,2844
2022-04-10 05:48:39,2737
2022-04-10 06:48:39,2664
2022-04-10 07:48:39,2013
2022-04-10 08:48:39,1797
2022-04-10 09:48:39,1651
2022-04-10 10:48:39,1136
2022-04-10 11:48:39,1278
2022-04-10 12:48:39,1062
2022-04-10 13:48:39,839
2022-04-10 14:48:39,782
2022-04-10 15:48:39,927
2022-04-10 16:48:39,833
2022-04-10 17:48:39,1094
2022-04-10 18:48:39,1493
2022-04-10 19:48:39,1667
2022-04-10 20:48:39,1476
2022-04-10 21:48:39,1821
2022-04-10 22:48:39,1989
2022-04-10 23:48:39,1825
2022-04-11 00:48:39,1648
2022-04-11 01:48:39,1564
2022-04-11 02:48:39,1661
2022-04-11 03:48:39,2088
2022-04-11 04:48:39,2750
2022-04-11 05:48:39,2456
2022-04-11 06:48:39,2739
2022-04-11 07:48:39,2053
2022-04-11 08:48:39,1950
2022-04-11 09:48:39,1454
2022-04-11 10:48:39,1234
2022-04-11 11:48:39,1109
2022-04-11 12:48:39,1207
2022-04-11 13:48:39,1030
2022-04-11 14:48:39,872
2022-04-11 15:48:39,925
2022-04-11 16:48:39,1040
2022-04-11 17:48:39,1417
2022-04-11 18:48:39,1172
2022-04-11 19:48:39,1550
2022-04-11 20:48:39,1714
2022-04-11 21:48:39,1641
2022-04-11 22:48:39,1686
2022-04-11 23:48:39,1791
2022-04-12 00:48:39,1508
2022-04-12 01:48:39,1874
2022-04-12 02:48:39,1596
2022-04-12 03:48:39,2148
2022-04-12 04:48:39,2779
2022-04-12 05:48:39,2493
2022-04-12 06:48:39,2591
2022-04-12 07:48:39,2088
2022-04-12 08:48:39,2158
2022-04-12 09:48:39,1606
2022-04-12 10:48:39,1280
2022-04-12 11:48:39,1198
2022-04-12 12:48:39,1054
2022-04-12 13:48:39,1040
2022-04-12 14:48:39,920
2022-04-12 15:48:39,906
2022-04-12 16:48:39,1019
2022-04-12 17:48:39,1166
2022-04-12 18:48:39,1426
2022-04-12 19:48:39,1773
2022-04-12 20:48:39,1935
2022-04-12 21:48:39,1494
2022-04-12 22:48:39,1840
2022-04-12 23:48:39,1571
2022-04-13 00:48:39,1946
2022-04-13 01:48:39,1484
2022-04-13 02:48:39,1838
2022-04-13 03:48:39,2185
2022-04-13 04:48:39,2826
2022-04-13 05:48:39,2453
2022-04-13 06:48:39,2579
2022-04-13 07:48:39,2269
2022-04-13 08:48:39,2145
2022-04-13 09:48:39,2038
2022-04-13 10:48:39,1669
2022-04-13 11:48:39,1565
2022-04-13 12:48:39,1537
2022-04-13 13:48:39,1644
2022-04-13 14:48:39,1514
2022-04-13 15:48:39,1290
2022-04-13 16:48:39,1555
2022-04-13 17:48:39,1922
2022-04-13 18:48:39,1839
2022-04-13 19:48:39,1884
2022-04-13 20:48:39,2477
2022-04-13 21:48:39,2853
2022-04-13 22:48:39,3062
2022-04-13 23:48:39,2678
2022-04-14 00:48:39,2720
2022-04-14 01:48:39,2241
2022-04-14 02:48:39,2561
2022-04-14 03:48:39,3443
2022-04-14 04:48:39,4118
2022-04-14 05:48:39,4215
2022-04-14 06:48:39,4048
2022-04-14 07:48:39,3327
2022-04-14 08:48:39,3450
2022-04-14 09:48:39,2778
