Time (Hour),Load (W)
2022-01-24 21:52:19,591
2022-01-24 22:52:19,407
2022-01-24 23:52:19,377
2022-01-25 00:52:19,394
2022-01-25 01:52:19,415
2022-01-25 02:52:19,387
2022-01-25 03:52:19,342
2022-01-25 04:52:19,438
2022-01-25 05:52:19,589
2022-01-25 06:52:19,558
2022-01-25 07:52:19,740
2022-01-25 08:52:19,704
2022-01-25 09:52:19,733
2022-01-25 10:52:19,781
2022-01-25 11:52:19,645
2022-01-25 12:52:19,639
2022-01-25 13:52:19,701
2022-01-25 14:52:19,786
2022-01-25 15:52:19,1083
2022-01-25 16:52:19,1071
2022-01-25 17:52:19,1022
2022-01-25 18:52:19,996
2022-01-25 19:52:19,752
2022-01-25 20:52:19,648
2022-01-25 21:52:19,408
2022-01-25 22:52:19,379
2022-01-25 23:52:19,363
2022-01-26 00:52:19,365
2022-01-26 01:52:19,327
2022-01-26 02:52:19,345
2022-01-26 03:52:19,328
2022-01-26 04:52:19,386
2022-01-26 05:52:19,400
2022-01-26 06:52:19,612
2022-01-26 07:52:19,642
2022-01-26 08:52:19,640
2022-01-26 09:52:19,638
2022-01-26 10:52:19,580
2022-01-26 11:52:19,531
2022-01-26 12:52:19,548
2022-01-26 13:52:19,534
2022-01-26 14:52:19,728
2022-01-26 15:52:19,925
2022-01-26 16:52:19,843
2022-01-26 17:52:19,848
2022-01-26 18:52:19,646
2022-01-26 19:52:19,684
2022-01-26 20:52:19,513
2022-01-26 21:52:19,403
2022-01-26 22:52:19,349
2022-01-26 23:52:19,304
2022-01-27 00:52:19,338
2022-01-27 01:52:19,333
2022-01-27 02:52:19,270
2022-01-27 03:52:19,320
2022-01-27 04:52:19,383
2022-01-27 05:52:19,401
2022-01-27 06:52:19,406
2022-01-27 07:52:19,492
2022-01-27 08:52:19,578
2022-01-27 09:52:19,585
2022-01-27 10:52:19,504
2022-01-27 11:52:19,628
2022-01-27 12:52:19,528
2022-01-27 13:52:19,552
2022-01-27 14:52:19,728
2022-01-27 15:52:19,904
2022-01-27 16:52:19,902
2022-01-27 17:52:19,907
2022-01-27 18:52:19,703
2022-01-27 19:52:19,669
2022-01-27 20:52:19,479
2022-01-27 21:52:19,411
2022-01-27 22:52:19,358
2022-01-27 23:52:19,378
2022-01-28 00:52:19,333
2022-01-28 01:52:19,315
2022-01-28 02:52:19,264
2022-01-28 03:52:19,316
2022-01-28 04:52:19,349
2022-01-28 05:52:19,464
2022-01-28 06:52:19,449
2022-01-28 07:52:19,641
2022-01-28 08:52:19,619
2022-01-28 09:52:19,511
2022-01-28 10:52:19,514
2022-01-28 11:52:19,544
2022-01-28 12:52:19,521
2022-01-28 13:52:19,488
2022-01-28 14:52:19,656
2022-01-28 15:52:19,931
2022-01-28 16:52:19,869
2022-01-28 17:52:19,820
2022-01-28 18:52:19,723
2022-01-28 19:52:19,597
2022-01-28 20:52:19,497
2022-01-28 21:52:19,393
2022-01-28 22:52:19,414
2022-01-28 23:52:19,326
2022-01-29 00:52:19,278
2022-01-29 01:52:19,363
2022-01-29 02:52:19,247
2022-01-29 03:52:19,294
2022-01-29 04:52:19,369
2022-01-29 05:52:19,448
2022-01-29 06:52:19,397
2022-01-29 07:52:19,630
2022-01-29 08:52:19,630
2022-01-29 09:52:19,587
2022-01-29 10:52:19,510
2022-01-29 11:52:19,635
2022-01-29 12:52:19,603
2022-01-29 13:52:19,532
2022-01-29 14:52:19,660
2022-01-29 15:52:19,926
2022-01-29 16:52:19,857
2022-01-29 17:52:19,718
2022-01-29 18:52:19,827
2022-01-29 19:52:19,711
2022-01-29 20:52:19,569
2022-01-29 21:52:19,489
2022-01-29 22:52:19,351
2022-01-29 23:52:19,374
2022-01-30 00:52:19,366
2022-01-30 01:52:19,251
2022-01-30 02:52:19,334
2022-01-30 03:52:19,296
2022-01-30 04:52:19,369
2022-01-30 05:52:19,396
2022-01-30 06:52:19,592
2022-01-30 07:52:19,495
2022-01-30 08:52:19,566
2022-01-30 09:52:19,505
2022-01-30 10:52:19,581
2022-01-30 11:52:19,637
2022-01-30 12:52:19,463
2022-01-30 13:52:19,633
2022-01-30 14:52:19,724
2022-01-30 15:52:19,928
2022-01-30 16:52:19,899
2022-01-30 17:52:19,807
2022-01-30 18:52:19,753
2022-01-30 19:52:19,782
2022-01-30 20:52:19,672
2022-01-30 21:52:19,632
2022-01-30 22:52:19,455
2022-01-30 23:52:19,502
2022-01-31 00:52:19,371
2022-01-31 01:52:19,412
2022-01-31 02:52:19,353
2022-01-31 03:52:19,409
2022-01-31 04:52:19,612
2022-01-31 05:52:19,726
2022-01-31 06:52:19,610
2022-01-31 07:52:19,808
2022-01-31 08:52:19,822
2022-01-31 09:52:19,789
2022-01-31 10:52:19,886
2022-01-31 11:52:19,759
2022-01-31 12:52:19,638
2022-01-31 13:52:19,824
2022-01-31 14:52:19,948
2022-01-31 15:52:19,1246
2022-01-31 16:52:19,1159
2022-01-31 17:52:19,1179
2022-01-31 18:52:19,1000
2022-01-31 19:52:19,887
2022-01-31 20:52:19,747
2022-01-31 21:52:19,763
2022-01-31 22:52:19,637
2022-01-31 23:52:19,571
2022-02-01 00:52:19,439
2022-02-01 01:52:19,452
2022-02-01 02:52:19,466
2022-02-01 03:52:19,530
2022-02-01 04:52:19,549
2022-02-01 05:52:19,820
2022-02-01 06:52:19,948
2022-02-01 07:52:19,847
2022-02-01 08:52:19,781
2022-02-01 09:52:19,883
2022-02-01 10:52:19,1009
2022-02-01 11:52:19,998
2022-02-01 12:52:19,980
2022-02-01 13:52:19,846
2022-02-01 14:52:19,1185
2022-02-01 15:52:19,1418
2022-02-01 16:52:19,1247
2022-02-01 17:52:19,1200
2022-02-01 18:52:19,1128
2022-02-01 19:52:19,976
2022-02-01 20:52:19,1048
2022-02-01 21:52:19,435
2022-02-01 22:52:19,369
2022-02-01 23:52:19,391
2022-02-02 00:52:19,277
2022-02-02 01:52:19,273
2022-02-02 02:52:19,348
2022-02-02 03:52:19,306
2022-02-02 04:52:19,458
2022-02-02 05:52:19,403
2022-02-02 06:52:19,463
2022-02-02 07:52:19,634
2022-02-02 08:52:19,536
2022-02-02 09:52:19,593
2022-02-02 10:52:19,573
2022-02-02 11:52:19,509
2022-02-02 12:52:19,518
2022-02-02 13:52:19,581
2022-02-02 14:52:19,713
2022-02-02 15:52:19,892
2022-02-02 16:52:19,841
2022-02-02 17:52:19,797
2022-02-02 18:52:19,656
2022-02-02 19:52:19,775
2022-02-02 20:52:19,572
2022-02-02 21:52:19,362
2022-02-02 22:52:19,383
2022-02-02 23:52:19,393
2022-02-03 00:52:19,360
2022-02-03 01:52:19,280
2022-02-03 02:52:19,314
2022-02-03 03:52:19,328
