Datetime,Load
2022-04-07 10:40:40,1582
2022-04-07 11:40:40,1172
2022-04-07 12:40:40,976
2022-04-07 13:40:40,1115
2022-04-07 14:40:40,836
2022-04-07 15:40:40,961
2022-04-07 16:40:40,1058
2022-04-07 17:40:40,1115
2022-04-07 18:40:40,1650
2022-04-07 19:40:40,1542
2022-04-07 20:40:40,2061
2022-04-07 21:40:40,1640
2022-04-07 22:40:40,1867
2022-04-07 23:40:40,1786
2022-04-08 00:40:40,1895
2022-04-08 01:40:40,1783
2022-04-08 02:40:40,1958
2022-04-08 03:40:40,2422
2022-04-08 04:40:40,3024
2022-04-08 05:40:40,2598
2022-04-08 06:40:40,2604
2022-04-08 07:40:40,2567
2022-04-08 08:40:40,2130
2022-04-08 09:40:40,2186
