Time (Hour),Load (W)
0,1822
1,1392
2,1262
3,1443
4,1196
5,1387
6,1184
7,1743
8,1905
9,2083
10,2449
11,2234
12,2601
13,2234
14,2266
15,1938
16,2609
17,2802
18,3693
19,3803
20,3603
21,3000
22,2712
23,2443
24,1174
25,892
26,981
27,743
28,915
29,844
30,904
31,1067
32,1351
33,1355
34,1412
35,1496
36,1620
37,1744
38,1527
39,1554
40,1577
41,1965
42,2506
43,2497
44,2254
45,2133
46,1645
47,1537
48,989
49,896
50,911
51,972
52,891
53,660
54,860
55,1186
56,1091
57,1389
58,1376
59,1339
60,1801
61,1353
62,1293
63,1624
64,1351
65,1815
66,2479
67,2422
68,2259
69,1773
70,2113
71,1633
72,1209
73,983
74,905
75,855
76,953
77,675
78,753
79,1067
80,1077
81,1246
82,1168
83,1721
84,1739
85,1617
86,1675
87,1651
88,1570
89,1926
90,2401
91,2404
92,2003
93,2013
94,2005
95,1283
96,1298
97,1129
98,890
99,939
100,906
101,777
102,864
103,1118
104,1265
105,1276
106,1632
107,1491
108,1761
109,1707
110,1695
111,1360
112,1649
113,2030
114,2381
115,2280
116,2437
117,2007
118,1754
119,1252
120,1180
121,1002
122,864
123,897
124,805
125,782
126,784
127,1135
128,1127
129,1606
130,1234
131,1689
132,1490
133,1561
134,1699
135,1574
136,1573
137,2000
138,2505
139,2444
140,2135
141,1801
142,1749
143,1658
144,1802
145,1314
146,1539
147,1294
148,1165
149,1300
150,1296
151,1741
152,1702
153,1776
154,1710
155,2101
156,2189
157,2456
158,2293
159,2090
160,1886
161,2879
162,3640
163,3462
164,3383
165,2706
166,2966
167,2541
168,1613
169,1267
170,1124
171,1161
172,1247
173,959
174,1131
175,1300
176,1965
177,2041
178,2181
179,2388
180,2320
181,2162
182,1995
183,2003
184,1790
185,2787
186,3339
187,2985
188,3025
189,2511
190,2512
191,1732
192,1009
193,894
194,927
195,862
196,695
197,791
198,849
199,1095
200,1198
201,1490
202,1518
203,1613
204,1402
205,1512
206,1417
207,1536
208,1571
209,1717
210,2383
211,2261
212,2308
213,2135
214,1826
215,1354
216,1249
217,1038
218,966
219,971
220,741
221,873
222,757
223,934
224,1332
225,1415
226,1350
227,1681
228,1781
229,1699
230,1622
231,1258
232,1649
233,1837
234,2471
235,2381
236,2305
237,2222
238,2079
239,1643
240,1076
241,1075
242,908
243,953
244,826
245,736
246,886
247,1045
248,1213
249,1232
250,1541
251,1671
252,1762
253,1755
254,1677
255,1350
256,1437
257,1931
258,2475
259,2117
260,2359
261,2034
262,1866
263,1426
264,968
265,1091
266,796
267,859
268,726
269,873
270,894
271,1169
272,1190
273,1240
274,1571
275,1470
276,1662
277,1422
278,1618
279,1318
280,1382
281,1739
282,2411
283,2321
284,2176
285,1780
286,2078
287,1304
288,1170
289,1035
290,895
291,732
292,934
293,825
294,863
295,1097
296,1158
297,1220
298,1204
299,1450
300,1808
301,1496
302,1297
303,1404
304,1641
305,1869
306,2433
307,2444
308,2432
309,2131
310,1822
311,1601
312,1589
313,1227
314,1244
315,1123
316,1196
317,888
318,1012
319,1465
320,1355
321,1675
322,1611
323,2020
324,1731
325,1654
326,1604
327,1625
328,1899
329,2249
330,3055
331,2836
332,2782
333,2458
334,2463
335,1727
