Datetime,Load
2022-04-07 10:40:49,732
2022-04-07 11:40:49,772
2022-04-07 12:40:49,629
2022-04-07 13:40:49,506
2022-04-07 14:40:49,610
2022-04-07 15:40:49,483
2022-04-07 16:40:49,653
2022-04-07 17:40:49,658
2022-04-07 18:40:49,719
2022-04-07 19:40:49,998
2022-04-07 20:40:49,1177
2022-04-07 21:40:49,1001
2022-04-07 22:40:49,1012
2022-04-07 23:40:49,1040
2022-04-08 00:40:49,922
2022-04-08 01:40:49,1167
2022-04-08 02:40:49,1032
2022-04-08 03:40:49,1376
2022-04-08 04:40:49,1662
2022-04-08 05:40:49,1727
2022-04-08 06:40:49,1509
2022-04-08 07:40:49,1588
2022-04-08 08:40:49,1151
2022-04-08 09:40:49,953
