Datetime,Load
2022-04-07 10:40:39,1378
2022-04-07 11:40:39,1220
2022-04-07 12:40:39,904
2022-04-07 13:40:39,889
2022-04-07 14:40:39,975
2022-04-07 15:40:39,844
2022-04-07 16:40:39,877
2022-04-07 17:40:39,1015
2022-04-07 18:40:39,1413
2022-04-07 19:40:39,1448
2022-04-07 20:40:39,1285
2022-04-07 21:40:39,1539
2022-04-07 22:40:39,1565
2022-04-07 23:40:39,1542
2022-04-08 00:40:39,1732
2022-04-08 01:40:39,1803
2022-04-08 02:40:39,1633
2022-04-08 03:40:39,2017
2022-04-08 04:40:39,2796
2022-04-08 05:40:39,2552
2022-04-08 06:40:39,2553
2022-04-08 07:40:39,2514
2022-04-08 08:40:39,2312
2022-04-08 09:40:39,1404
