Datetime,Load
2022-04-07 10:48:32,1054
2022-04-07 11:48:32,779
2022-04-07 12:48:32,664
2022-04-07 13:48:32,696
2022-04-07 14:48:32,805
2022-04-07 15:48:32,723
2022-04-07 16:48:32,632
2022-04-07 17:48:32,972
2022-04-07 18:48:32,1157
2022-04-07 19:48:32,1025
2022-04-07 20:48:32,1010
2022-04-07 21:48:32,1242
2022-04-07 22:48:32,1135
2022-04-07 23:48:32,1353
2022-04-08 00:48:32,1123
2022-04-08 01:48:32,1037
2022-04-08 02:48:32,1106
2022-04-08 03:48:32,1482
2022-04-08 04:48:32,2069
2022-04-08 05:48:32,1932
2022-04-08 06:48:32,1948
2022-04-08 07:48:32,1604
2022-04-08 08:48:32,1362
2022-04-08 09:48:32,1085
2022-04-08 10:48:32,758
2022-04-08 11:48:32,650
2022-04-08 12:48:32,589
2022-04-08 13:48:32,510
2022-04-08 14:48:32,470
2022-04-08 15:48:32,479
2022-04-08 16:48:32,463
2022-04-08 17:48:32,580
2022-04-08 18:48:32,655
2022-04-08 19:48:32,763
2022-04-08 20:48:32,752
2022-04-08 21:48:32,1034
2022-04-08 22:48:32,963
2022-04-08 23:48:32,866
2022-04-09 00:48:32,888
2022-04-09 01:48:32,775
2022-04-09 02:48:32,870
2022-04-09 03:48:32,1187
2022-04-09 04:48:32,1422
2022-04-09 05:48:32,1302
2022-04-09 06:48:32,1109
2022-04-09 07:48:32,1137
2022-04-09 08:48:32,1146
2022-04-09 09:48:32,756
2022-04-09 10:48:32,689
2022-04-09 11:48:32,639
2022-04-09 12:48:32,525
2022-04-09 13:48:32,472
2022-04-09 14:48:32,391
2022-04-09 15:48:32,533
2022-04-09 16:48:32,477
2022-04-09 17:48:32,694
2022-04-09 18:48:32,785
2022-04-09 19:48:32,932
2022-04-09 20:48:32,790
2022-04-09 21:48:32,794
2022-04-09 22:48:32,1056
2022-04-09 23:48:32,1016
2022-04-10 00:48:32,781
2022-04-10 01:48:32,799
2022-04-10 02:48:32,777
2022-04-10 03:48:32,1185
2022-04-10 04:48:32,1454
2022-04-10 05:48:32,1415
2022-04-10 06:48:32,1291
2022-04-10 07:48:32,1048
2022-04-10 08:48:32,1117
2022-04-10 09:48:32,919
2022-04-10 10:48:32,756
2022-04-10 11:48:32,620
2022-04-10 12:48:32,559
2022-04-10 13:48:32,429
2022-04-10 14:48:32,464
2022-04-10 15:48:32,415
2022-04-10 16:48:32,489
2022-04-10 17:48:32,531
2022-04-10 18:48:32,691
2022-04-10 19:48:32,875
2022-04-10 20:48:32,769
2022-04-10 21:48:32,1014
2022-04-10 22:48:32,875
2022-04-10 23:48:32,1035
2022-04-11 00:48:32,921
2022-04-11 01:48:32,780
2022-04-11 02:48:32,761
2022-04-11 03:48:32,1146
2022-04-11 04:48:32,1454
2022-04-11 05:48:32,1224
2022-04-11 06:48:32,1155
2022-04-11 07:48:32,1190
2022-04-11 08:48:32,1053
2022-04-11 09:48:32,867
2022-04-11 10:48:32,731
2022-04-11 11:48:32,648
2022-04-11 12:48:32,467
2022-04-11 13:48:32,560
2022-04-11 14:48:32,515
2022-04-11 15:48:32,491
2022-04-11 16:48:32,426
2022-04-11 17:48:32,712
2022-04-11 18:48:32,637
2022-04-11 19:48:32,636
2022-04-11 20:48:32,804
2022-04-11 21:48:32,809
2022-04-11 22:48:32,910
2022-04-11 23:48:32,828
2022-04-12 00:48:32,810
2022-04-12 01:48:32,830
2022-04-12 02:48:32,762
2022-04-12 03:48:32,1062
2022-04-12 04:48:32,1446
2022-04-12 05:48:32,1304
2022-04-12 06:48:32,1277
2022-04-12 07:48:32,1051
2022-04-12 08:48:32,1221
2022-04-12 09:48:32,809
2022-04-12 10:48:32,574
2022-04-12 11:48:32,625
2022-04-12 12:48:32,487
2022-04-12 13:48:32,502
2022-04-12 14:48:32,464
2022-04-12 15:48:32,435
2022-04-12 16:48:32,485
2022-04-12 17:48:32,591
2022-04-12 18:48:32,767
2022-04-12 19:48:32,682
2022-04-12 20:48:32,946
2022-04-12 21:48:32,895
2022-04-12 22:48:32,996
2022-04-12 23:48:32,964
2022-04-13 00:48:32,777
2022-04-13 01:48:32,761
2022-04-13 02:48:32,911
2022-04-13 03:48:32,1132
2022-04-13 04:48:32,1391
2022-04-13 05:48:32,1258
2022-04-13 06:48:32,1375
2022-04-13 07:48:32,1248
2022-04-13 08:48:32,1059
2022-04-13 09:48:32,1050
2022-04-13 10:48:32,1025
2022-04-13 11:48:32,762
2022-04-13 12:48:32,828
2022-04-13 13:48:32,624
2022-04-13 14:48:32,598
2022-04-13 15:48:32,616
2022-04-13 16:48:32,691
2022-04-13 17:48:32,1037
2022-04-13 18:48:32,1043
2022-04-13 19:48:32,1335
2022-04-13 20:48:32,1424
2022-04-13 21:48:32,1445
2022-04-13 22:48:32,1254
2022-04-13 23:48:32,1300
2022-04-14 00:48:32,1251
2022-04-14 01:48:32,1293
2022-04-14 02:48:32,1141
2022-04-14 03:48:32,1656
2022-04-14 04:48:32,2050
2022-04-14 05:48:32,1917
2022-04-14 06:48:32,1617
2022-04-14 07:48:32,1623
2022-04-14 08:48:32,1565
2022-04-14 09:48:32,1050
